Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2012,2012,kg/ha,771.6,A,Official figure,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2013,2013,kg/ha,810.8,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2014,2014,kg/ha,826.6,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2015,2015,kg/ha,697.4,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2016,2016,kg/ha,690.9,A,Official figure,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2017,2017,kg/ha,795.2,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2018,2018,kg/ha,788.2,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2019,2019,kg/ha,753.4,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2020,2020,kg/ha,721.8,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2021,2021,kg/ha,656.8,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2022,2022,kg/ha,602.8,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2023,2023,kg/ha,745,E,Estimated value,
QCL,Crops and livestock products,834,United Republic of Tanzania,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,745,E,Estimated value,
