holding_id,sec16_otherproducts__id,s16q02a,s16q02b,s16q03,s16q03_unit,s16q04,s16q05,s16q06d,s16q06e
04-16-31-27,Animal dung from ruminants and poultry,,,,,No,,,
04-16-39-95,Animal dung from ruminants and poultry,,,,,No,,,
04-16-69-53,Animal dung from ruminants and poultry,,,,,No,,,
04-16-74-36,Animal dung from ruminants and poultry,,,,,No,,,
04-16-82-66,Animal dung from ruminants and poultry,,,,,No,,,
04-17-02-70,Animal dung from ruminants and poultry,,,,,No,,,
04-17-76-83,Animal dung from ruminants and poultry,,,,,No,,,
04-17-79-96,Animal dung from ruminants and poultry,,,,,No,,,
04-17-81-05,Animal dung from ruminants and poultry,,,,,No,,,
04-18-23-42,Sting/Stingless bee honey,0,3,3,Litres,No,,,
04-18-23-42,Animal dung from ruminants and poultry,,,,,No,,,
04-18-26-63,Animal dung from ruminants and poultry,,,,,No,,,
04-18-41-23,Animal dung from ruminants and poultry,,,,,No,,,
04-18-58-66,Animal dung from ruminants and poultry,,,,,No,,,
04-18-65-68,Animal dung from ruminants and poultry,,,,,No,,,
04-18-71-74,Sting/Stingless bee honey,,,,Litres,Yes,,20000,
04-18-82-09,Animal dung from ruminants and poultry,,,,,No,,,
04-18-89-33,Animal dung from ruminants and poultry,,,,,No,,,
04-18-93-54,Animal dung from ruminants and poultry,,,,,No,,,
04-19-14-87,Animal dung from ruminants and poultry,,,,,No,,,
04-19-45-69,Animal dung from ruminants and poultry,,,,,No,,,
04-19-63-29,Animal dung from ruminants and poultry,,,,,No,,,
04-20-11-72,Animal dung from ruminants and poultry,,,,,No,,,
04-20-15-62,Animal dung from ruminants and poultry,,,,,No,,,
04-21-25-88,Animal dung from ruminants and poultry,,,,,Yes,,,3500
04-21-53-74,Animal dung from ruminants and poultry,,,,,No,,,
04-21-63-17,Sting/Stingless bee honey,0,0,10,Litres,Yes,8,10000,
04-21-63-17,Animal dung from ruminants and poultry,,,,,No,,,
04-21-78-35,Sting/Stingless bee honey,1,0,10,KG,No,,,
04-22-00-84,Animal dung from ruminants and poultry,,,,,No,,,
04-22-77-33,Animal dung from ruminants and poultry,,,,,No,,,
04-23-60-50,Animal dung from ruminants and poultry,,,,,No,,,
04-23-77-70,Animal dung from ruminants and poultry,,,,,No,,,
04-23-87-83,Animal dung from ruminants and poultry,,,,,No,,,
04-24-06-83,Animal dung from ruminants and poultry,,,,,No,,,
04-24-36-03,Animal dung from ruminants and poultry,,,,,No,,,
04-24-43-91,Animal dung from ruminants and poultry,,,,,No,,,
04-24-58-53,Animal dung from ruminants and poultry,,,,,No,,,
04-25-33-81,Animal dung from ruminants and poultry,,,,,No,,,
04-25-44-32,Animal dung from ruminants and poultry,,,,,No,,,
04-25-83-91,Animal dung from ruminants and poultry,,,,,No,,,
04-26-14-76,Animal dung from ruminants and poultry,,,,,Yes,,,15000
04-26-19-76,Animal dung from ruminants and poultry,,,,,No,,,
04-26-25-87,Animal dung from ruminants and poultry,,,,,No,,,
04-26-72-17,Animal dung from ruminants and poultry,,,,,No,,,
04-26-77-85,Animal dung from ruminants and poultry,,,,,No,,,
04-27-56-60,Animal dung from ruminants and poultry,,,,,No,,,
04-27-72-50,Animal dung from ruminants and poultry,,,,,No,,,
04-27-88-18,Animal dung from ruminants and poultry,,,,,No,,,
04-28-19-24,Animal dung from ruminants and poultry,,,,,No,,,
04-28-80-89,Animal dung from ruminants and poultry,,,,,No,,,
04-28-91-08,Animal dung from ruminants and poultry,,,,,Yes,,,60000
04-29-75-29,Animal dung from ruminants and poultry,,,,,No,,,
04-29-86-02,Animal dung from ruminants and poultry,,,,,No,,,
04-29-86-12,Animal dung from ruminants and poultry,,,,,No,,,
04-30-05-37,Animal dung from ruminants and poultry,,,,,No,,,
04-30-10-33,Animal dung from ruminants and poultry,,,,,No,,,
04-30-12-66,Animal dung from ruminants and poultry,,,,,No,,,
04-30-34-00,Animal dung from ruminants and poultry,,,,,No,,,
04-30-42-36,Animal dung from ruminants and poultry,,,,,No,,,
04-31-65-41,Animal dung from ruminants and poultry,,,,,No,,,
04-31-66-83,Animal dung from ruminants and poultry,,,,,No,,,
04-32-01-14,Animal dung from ruminants and poultry,,,,,No,,,
04-32-19-85,Animal dung from ruminants and poultry,,,,,No,,,
04-32-25-63,Animal dung from ruminants and poultry,,,,,No,,,
04-32-28-64,Animal dung from ruminants and poultry,,,,,No,,,
04-32-31-67,Animal dung from ruminants and poultry,,,,,No,,,
04-33-06-76,Animal dung from ruminants and poultry,,,,,No,,,
04-33-37-45,Animal dung from ruminants and poultry,,,,,No,,,
04-33-68-43,Animal dung from ruminants and poultry,,,,,No,,,
04-33-79-49,Animal dung from ruminants and poultry,,,,,No,,,
04-34-17-49,Animal dung from ruminants and poultry,,,,,No,,,
04-35-10-33,Animal dung from ruminants and poultry,,,,,No,,,
04-35-39-43,Animal dung from ruminants and poultry,,,,,No,,,
04-35-65-52,Animal dung from ruminants and poultry,,,,,No,,,
04-35-89-67,Animal dung from ruminants and poultry,,,,,No,,,
04-36-14-70,Animal dung from ruminants and poultry,,,,,No,,,
04-36-44-85,Animal dung from ruminants and poultry,,,,,No,,,
04-36-55-35,Animal dung from ruminants and poultry,,,,,No,,,
04-36-78-63,Animal dung from ruminants and poultry,,,,,No,,,
04-36-93-43,Animal dung from ruminants and poultry,,,,,No,,,
04-36-97-53,Animal dung from ruminants and poultry,,,,,No,,,
04-37-08-75,Animal dung from ruminants and poultry,,,,,No,,,
04-37-76-61,Animal dung from ruminants and poultry,,,,,No,,,
04-37-81-89,Animal dung from ruminants and poultry,,,,,No,,,
04-37-96-38,Animal dung from ruminants and poultry,,,,,No,,,
04-38-02-42,Animal dung from ruminants and poultry,,,,,No,,,
04-38-05-04,Animal dung from ruminants and poultry,,,,,No,,,
04-38-12-39,Animal dung from ruminants and poultry,,,,,No,,,
04-38-88-02,Animal dung from ruminants and poultry,,,,,No,,,
04-39-03-10,Animal dung from ruminants and poultry,,,,,No,,,
04-39-10-45,Animal dung from ruminants and poultry,,,,,Yes,,,212
04-39-71-37,Animal dung from ruminants and poultry,,,,,No,,,
04-39-77-84,Animal dung from ruminants and poultry,,,,,No,,,
04-40-76-12,Animal dung from ruminants and poultry,,,,,No,,,
04-40-80-45,Animal dung from ruminants and poultry,,,,,No,,,
04-40-90-72,Animal dung from ruminants and poultry,,,,,Yes,,,10000
04-40-93-05,Animal dung from ruminants and poultry,,,,,No,,,
04-41-07-01,Animal dung from ruminants and poultry,,,,,No,,,
04-41-23-02,Animal dung from ruminants and poultry,,,,,No,,,
04-41-41-11,Animal dung from ruminants and poultry,,,,,No,,,
04-41-51-22,Sting/Stingless bee honey,4,0,60,KG,No,,,
04-41-64-34,Animal dung from ruminants and poultry,,,,,No,,,
04-42-03-57,Animal dung from ruminants and poultry,,,,,No,,,
04-42-21-20,Animal dung from ruminants and poultry,,,,,No,,,
04-42-41-26,Animal dung from ruminants and poultry,,,,,No,,,
04-42-88-23,Animal dung from ruminants and poultry,,,,,No,,,
04-43-48-57,Animal dung from ruminants and poultry,,,,,No,,,
04-43-49-60,Animal dung from ruminants and poultry,,,,,No,,,
04-43-65-83,Animal dung from ruminants and poultry,,,,,No,,,
04-43-95-96,Animal dung from ruminants and poultry,,,,,Yes,,,20000
04-44-11-31,Animal dung from ruminants and poultry,,,,,No,,,
04-44-17-97,Animal dung from ruminants and poultry,,,,,No,,,
04-44-48-43,Animal dung from ruminants and poultry,,,,,No,,,
04-44-84-28,Animal dung from ruminants and poultry,,,,,No,,,
04-45-04-07,Animal dung from ruminants and poultry,,,,,No,,,
04-45-25-52,Animal dung from ruminants and poultry,,,,,No,,,
04-45-34-96,Animal dung from ruminants and poultry,,,,,No,,,
04-45-35-31,Animal dung from ruminants and poultry,,,,,No,,,
04-45-44-26,Animal dung from ruminants and poultry,,,,,No,,,
04-45-60-18,Animal dung from ruminants and poultry,,,,,No,,,
04-45-98-73,Animal dung from ruminants and poultry,,,,,No,,,
04-46-04-89,Animal dung from ruminants and poultry,,,,,No,,,
04-46-23-18,Animal dung from ruminants and poultry,,,,,No,,,
04-46-29-65,Animal dung from ruminants and poultry,,,,,No,,,
04-46-48-96,Animal dung from ruminants and poultry,,,,,No,,,
04-46-60-64,Animal dung from ruminants and poultry,,,,,No,,,
04-46-80-43,Animal dung from ruminants and poultry,,,,,No,,,
04-46-86-27,Animal dung from ruminants and poultry,,,,,No,,,
04-47-36-37,Animal dung from ruminants and poultry,,,,,No,,,
04-47-40-14,Animal dung from ruminants and poultry,,,,,No,,,
04-47-47-69,Animal dung from ruminants and poultry,,,,,No,,,
04-48-19-71,Animal dung from ruminants and poultry,,,,,No,,,
04-48-49-70,Animal dung from ruminants and poultry,,,,,No,,,
04-48-91-91,Animal dung from ruminants and poultry,,,,,No,,,
04-49-62-39,Animal dung from ruminants and poultry,,,,,No,,,
04-49-69-00,Animal dung from ruminants and poultry,,,,,No,,,
04-49-99-00,Animal dung from ruminants and poultry,,,,,No,,,
04-50-75-68,Animal dung from ruminants and poultry,,,,,No,,,
04-50-94-87,Animal dung from ruminants and poultry,,,,,No,,,
04-51-60-15,Animal dung from ruminants and poultry,,,,,No,,,
04-52-60-97,Animal dung from ruminants and poultry,,,,,No,,,
04-52-83-58,Animal dung from ruminants and poultry,,,,,No,,,
04-52-96-33,Animal dung from ruminants and poultry,,,,,No,,,
04-52-96-53,Animal dung from ruminants and poultry,,,,,No,,,
04-52-97-26,Animal dung from ruminants and poultry,,,,,No,,,
04-53-19-95,Animal dung from ruminants and poultry,,,,,No,,,
04-53-22-86,Sting/Stingless bee honey,0,2,1,Litres,No,,,
04-53-77-72,Animal dung from ruminants and poultry,,,,,No,,,
04-54-22-12,Animal dung from ruminants and poultry,,,,,No,,,
04-54-68-48,Animal dung from ruminants and poultry,,,,,No,,,
04-54-87-85,Animal dung from ruminants and poultry,,,,,No,,,
04-55-53-73,Animal dung from ruminants and poultry,,,,,No,,,
04-55-55-32,Animal dung from ruminants and poultry,,,,,No,,,
04-55-88-57,Animal dung from ruminants and poultry,,,,,No,,,
04-56-00-68,Animal dung from ruminants and poultry,,,,,No,,,
04-56-90-08,Animal dung from ruminants and poultry,,,,,No,,,
04-57-46-41,Animal dung from ruminants and poultry,,,,,No,,,
04-57-98-67,Animal dung from ruminants and poultry,,,,,No,,,
04-58-26-45,Animal dung from ruminants and poultry,,,,,No,,,
04-58-44-04,Animal dung from ruminants and poultry,,,,,No,,,
04-59-25-37,Animal dung from ruminants and poultry,,,,,No,,,
04-59-79-63,Animal dung from ruminants and poultry,,,,,No,,,
04-60-33-04,Animal dung from ruminants and poultry,,,,,No,,,
04-60-38-35,Animal dung from ruminants and poultry,,,,,No,,,
04-60-58-40,Animal dung from ruminants and poultry,,,,,No,,,
04-60-69-42,Animal dung from ruminants and poultry,,,,,No,,,
04-60-70-71,Animal dung from ruminants and poultry,,,,,No,,,
04-60-73-94,Animal dung from ruminants and poultry,,,,,No,,,
04-61-02-38,Animal dung from ruminants and poultry,,,,,No,,,
04-61-46-71,Animal dung from ruminants and poultry,,,,,No,,,
04-61-73-11,Animal dung from ruminants and poultry,,,,,No,,,
04-61-74-01,Animal dung from ruminants and poultry,,,,,No,,,
04-62-03-96,Animal dung from ruminants and poultry,,,,,No,,,
04-62-22-31,Animal dung from ruminants and poultry,,,,,No,,,
04-62-97-03,Animal dung from ruminants and poultry,,,,,No,,,
04-63-68-02,Animal dung from ruminants and poultry,,,,,No,,,
04-63-72-54,Animal dung from ruminants and poultry,,,,,No,,,
04-63-77-16,Animal dung from ruminants and poultry,,,,,No,,,
04-63-80-00,Animal dung from ruminants and poultry,,,,,No,,,
04-64-12-76,Animal dung from ruminants and poultry,,,,,No,,,
04-64-27-45,Animal dung from ruminants and poultry,,,,,No,,,
04-64-85-98,Animal dung from ruminants and poultry,,,,,No,,,
04-64-94-74,Animal dung from ruminants and poultry,,,,,No,,,
04-65-08-37,Animal dung from ruminants and poultry,,,,,No,,,
04-65-32-07,Animal dung from ruminants and poultry,,,,,No,,,
04-66-35-55,Animal dung from ruminants and poultry,,,,,No,,,
04-66-46-70,Animal dung from ruminants and poultry,,,,,No,,,
04-67-99-87,Animal dung from ruminants and poultry,,,,,No,,,
04-68-11-35,Animal dung from ruminants and poultry,,,,,No,,,
04-68-27-51,Animal dung from ruminants and poultry,,,,,No,,,
04-68-68-31,Animal dung from ruminants and poultry,,,,,Yes,,,20000
04-68-83-83,Animal dung from ruminants and poultry,,,,,No,,,
04-68-97-29,Animal dung from ruminants and poultry,,,,,No,,,
04-69-07-90,Animal dung from ruminants and poultry,,,,,No,,,
04-69-15-13,Animal dung from ruminants and poultry,,,,,No,,,
04-69-51-60,Animal dung from ruminants and poultry,,,,,No,,,
04-69-60-67,Animal dung from ruminants and poultry,,,,,No,,,
04-69-72-78,Animal dung from ruminants and poultry,,,,,No,,,
04-69-80-82,Animal dung from ruminants and poultry,,,,,No,,,
04-70-73-68,Animal dung from ruminants and poultry,,,,,No,,,
04-70-85-65,Animal dung from ruminants and poultry,,,,,No,,,
04-70-91-40,Animal dung from ruminants and poultry,,,,,No,,,
04-71-12-95,Animal dung from ruminants and poultry,,,,,No,,,
04-71-55-76,Animal dung from ruminants and poultry,,,,,No,,,
04-71-85-96,Animal dung from ruminants and poultry,,,,,No,,,
04-72-28-89,Animal dung from ruminants and poultry,,,,,No,,,
04-72-35-08,Animal dung from ruminants and poultry,,,,,No,,,
04-72-47-17,Animal dung from ruminants and poultry,,,,,No,,,
04-72-55-04,Animal dung from ruminants and poultry,,,,,No,,,
04-73-13-69,Animal dung from ruminants and poultry,,,,,No,,,
04-73-48-93,Animal dung from ruminants and poultry,,,,,No,,,
04-73-52-76,Animal dung from ruminants and poultry,,,,,No,,,
04-73-74-65,Animal dung from ruminants and poultry,,,,,No,,,
04-74-23-54,Animal dung from ruminants and poultry,,,,,No,,,
04-74-45-00,Animal dung from ruminants and poultry,,,,,No,,,
04-74-55-35,Animal dung from ruminants and poultry,,,,,No,,,
04-75-40-27,Animal dung from ruminants and poultry,,,,,No,,,
04-75-47-06,Animal dung from ruminants and poultry,,,,,No,,,
04-76-48-36,Animal dung from ruminants and poultry,,,,,No,,,
04-76-53-41,Animal dung from ruminants and poultry,,,,,No,,,
04-76-66-20,Animal dung from ruminants and poultry,,,,,No,,,
04-76-98-01,Animal dung from ruminants and poultry,,,,,No,,,
04-77-00-61,Animal dung from ruminants and poultry,,,,,No,,,
04-77-23-89,Animal dung from ruminants and poultry,,,,,No,,,
04-77-36-93,Animal dung from ruminants and poultry,,,,,No,,,
04-77-88-64,Animal dung from ruminants and poultry,,,,,No,,,
04-79-76-25,Animal dung from ruminants and poultry,,,,,No,,,
04-79-77-11,Animal dung from ruminants and poultry,,,,,No,,,
04-79-77-62,Animal dung from ruminants and poultry,,,,,No,,,
04-80-19-04,Animal dung from ruminants and poultry,,,,,No,,,
04-80-64-78,Animal dung from ruminants and poultry,,,,,No,,,
04-80-78-81,Animal dung from ruminants and poultry,,,,,No,,,
04-80-89-47,Animal dung from ruminants and poultry,,,,,No,,,
04-81-51-10,Animal dung from ruminants and poultry,,,,,No,,,
04-81-61-79,Animal dung from ruminants and poultry,,,,,No,,,
04-82-02-22,Animal dung from ruminants and poultry,,,,,No,,,
04-82-18-82,Animal dung from ruminants and poultry,,,,,No,,,
04-83-21-92,Animal dung from ruminants and poultry,,,,,No,,,
04-83-27-80,Animal dung from ruminants and poultry,,,,,No,,,
04-83-51-96,Animal dung from ruminants and poultry,,,,,No,,,
04-83-62-85,Animal dung from ruminants and poultry,,,,,No,,,
04-84-19-65,Animal dung from ruminants and poultry,,,,,No,,,
04-84-29-23,Animal dung from ruminants and poultry,,,,,No,,,
04-84-32-61,Animal dung from ruminants and poultry,,,,,No,,,
04-84-38-05,Animal dung from ruminants and poultry,,,,,No,,,
04-84-73-16,Animal dung from ruminants and poultry,,,,,No,,,
04-84-77-62,Animal dung from ruminants and poultry,,,,,No,,,
04-85-41-61,Animal dung from ruminants and poultry,,,,,Yes,,,1600000
04-86-03-32,Animal dung from ruminants and poultry,,,,,No,,,
04-86-46-24,Animal dung from ruminants and poultry,,,,,No,,,
04-87-03-11,Animal dung from ruminants and poultry,,,,,No,,,
04-87-18-17,Animal dung from ruminants and poultry,,,,,No,,,
04-87-27-50,Animal dung from ruminants and poultry,,,,,Yes,,,100000
04-87-65-31,Animal dung from ruminants and poultry,,,,,No,,,
04-87-87-89,Animal dung from ruminants and poultry,,,,,No,,,
04-87-88-95,Animal dung from ruminants and poultry,,,,,No,,,
04-88-27-40,Animal dung from ruminants and poultry,,,,,No,,,
04-89-38-28,Animal dung from ruminants and poultry,,,,,No,,,
04-89-75-44,Sting/Stingless bee honey,,,,Litres,No,,,
04-89-75-44,Animal dung from ruminants and poultry,,,,,No,,,
04-89-85-38,Animal dung from ruminants and poultry,,,,,No,,,
04-89-95-69,Animal dung from ruminants and poultry,,,,,No,,,
04-90-26-41,Animal dung from ruminants and poultry,,,,,No,,,
04-90-69-20,Animal dung from ruminants and poultry,,,,,No,,,
04-90-85-45,Animal dung from ruminants and poultry,,,,,No,,,
04-90-87-60,Animal dung from ruminants and poultry,,,,,No,,,
04-91-15-74,Animal dung from ruminants and poultry,,,,,No,,,
04-91-38-20,Animal dung from ruminants and poultry,,,,,No,,,
04-91-41-17,Animal dung from ruminants and poultry,,,,,No,,,
04-92-34-40,Animal dung from ruminants and poultry,,,,,No,,,
04-93-67-05,Animal dung from ruminants and poultry,,,,,No,,,
04-94-06-52,Animal dung from ruminants and poultry,,,,,No,,,
04-94-19-26,Animal dung from ruminants and poultry,,,,,No,,,
04-94-29-25,Animal dung from ruminants and poultry,,,,,No,,,
04-94-55-50,Animal dung from ruminants and poultry,,,,,No,,,
04-94-68-61,Animal dung from ruminants and poultry,,,,,Yes,,,224000
04-94-72-24,Animal dung from ruminants and poultry,,,,,No,,,
04-94-79-62,Animal dung from ruminants and poultry,,,,,No,,,
04-95-05-95,Animal dung from ruminants and poultry,,,,,No,,,
04-95-09-51,Animal dung from ruminants and poultry,,,,,No,,,
04-95-83-39,Animal dung from ruminants and poultry,,,,,No,,,
04-96-01-00,Animal dung from ruminants and poultry,,,,,No,,,
04-97-53-50,Animal dung from ruminants and poultry,,,,,No,,,
04-97-58-00,Animal dung from ruminants and poultry,,,,,No,,,
04-97-79-14,Animal dung from ruminants and poultry,,,,,No,,,
04-97-97-11,Animal dung from ruminants and poultry,,,,,No,,,
04-98-71-14,Animal dung from ruminants and poultry,,,,,No,,,
04-98-88-73,Animal dung from ruminants and poultry,,,,,No,,,
04-99-13-49,Animal dung from ruminants and poultry,,,,,No,,,
04-99-43-30,Animal dung from ruminants and poultry,,,,,No,,,
04-99-82-44,Animal dung from ruminants and poultry,,,,,No,,,
05-00-09-66,Animal dung from ruminants and poultry,,,,,No,,,
05-00-38-56,Animal dung from ruminants and poultry,,,,,No,,,
05-00-43-06,Animal dung from ruminants and poultry,,,,,No,,,
05-00-81-44,Animal dung from ruminants and poultry,,,,,No,,,
05-01-13-64,Animal dung from ruminants and poultry,,,,,No,,,
05-01-19-71,Animal dung from ruminants and poultry,,,,,No,,,
05-01-23-74,Animal dung from ruminants and poultry,,,,,No,,,
05-01-35-05,Animal dung from ruminants and poultry,,,,,No,,,
05-01-59-72,Animal dung from ruminants and poultry,,,,,No,,,
05-01-69-04,Animal dung from ruminants and poultry,,,,,No,,,
05-01-82-89,Animal dung from ruminants and poultry,,,,,No,,,
05-01-95-49,Animal dung from ruminants and poultry,,,,,No,,,
05-02-55-49,Animal dung from ruminants and poultry,,,,,No,,,
05-03-34-60,Animal dung from ruminants and poultry,,,,,No,,,
05-03-45-99,Sting/Stingless bee honey,3,3,20,Litres,No,,,
05-03-85-52,Animal dung from ruminants and poultry,,,,,No,,,
05-03-86-16,Animal dung from ruminants and poultry,,,,,No,,,
05-04-02-50,Animal dung from ruminants and poultry,,,,,No,,,
05-04-11-46,Sting/Stingless bee honey,5,0,8,Litres,Yes,7,20000,
05-04-15-30,Sting/Stingless bee honey,4,0,6,Litres,Yes,4,20000,
05-04-16-12,Animal dung from ruminants and poultry,,,,,No,,,
05-04-33-15,Animal dung from ruminants and poultry,,,,,No,,,
05-04-61-27,Animal dung from ruminants and poultry,,,,,No,,,
05-04-65-20,Animal dung from ruminants and poultry,,,,,No,,,
05-05-63-80,Animal dung from ruminants and poultry,,,,,No,,,
05-05-78-08,Animal dung from ruminants and poultry,,,,,No,,,
05-05-83-22,Animal dung from ruminants and poultry,,,,,No,,,
05-06-60-61,Animal dung from ruminants and poultry,,,,,No,,,
05-06-75-16,Animal dung from ruminants and poultry,,,,,No,,,
05-06-78-88,Animal dung from ruminants and poultry,,,,,Yes,,,6333
05-07-06-94,Animal dung from ruminants and poultry,,,,,No,,,
05-07-08-13,Animal dung from ruminants and poultry,,,,,No,,,
05-07-19-22,Animal dung from ruminants and poultry,,,,,No,,,
05-07-63-87,Animal dung from ruminants and poultry,,,,,No,,,
05-08-02-71,Animal dung from ruminants and poultry,,,,,No,,,
05-08-25-15,Animal dung from ruminants and poultry,,,,,No,,,
05-08-95-30,Animal dung from ruminants and poultry,,,,,No,,,
05-09-30-77,Animal dung from ruminants and poultry,,,,,No,,,
05-09-86-62,Animal dung from ruminants and poultry,,,,,No,,,
05-09-92-30,Animal dung from ruminants and poultry,,,,,No,,,
05-09-94-88,Animal dung from ruminants and poultry,,,,,Yes,,,600000
05-10-70-03,Animal dung from ruminants and poultry,,,,,No,,,
05-11-63-08,Animal dung from ruminants and poultry,,,,,No,,,
05-11-76-38,Animal dung from ruminants and poultry,,,,,No,,,
05-11-81-86,Animal dung from ruminants and poultry,,,,,No,,,
05-11-84-72,Animal dung from ruminants and poultry,,,,,No,,,
05-12-01-53,Animal dung from ruminants and poultry,,,,,No,,,
05-12-41-37,Animal dung from ruminants and poultry,,,,,No,,,
05-12-90-56,Animal dung from ruminants and poultry,,,,,No,,,
05-13-92-16,Animal dung from ruminants and poultry,,,,,No,,,
05-14-04-30,Animal dung from ruminants and poultry,,,,,No,,,
05-14-05-43,Animal dung from ruminants and poultry,,,,,Yes,,,20000
05-14-25-63,Animal dung from ruminants and poultry,,,,,No,,,
05-14-39-99,Animal dung from ruminants and poultry,,,,,No,,,
05-14-90-21,Animal dung from ruminants and poultry,,,,,No,,,
05-15-25-85,Animal dung from ruminants and poultry,,,,,No,,,
05-15-39-07,Animal dung from ruminants and poultry,,,,,No,,,
05-16-15-86,Animal dung from ruminants and poultry,,,,,No,,,
05-16-25-53,Animal dung from ruminants and poultry,,,,,Yes,,,40000
05-16-81-77,Animal dung from ruminants and poultry,,,,,No,,,
05-17-32-88,Animal dung from ruminants and poultry,,,,,No,,,
05-17-48-73,Animal dung from ruminants and poultry,,,,,No,,,
05-17-58-53,Animal dung from ruminants and poultry,,,,,No,,,
05-17-97-79,Animal dung from ruminants and poultry,,,,,No,,,
05-18-49-96,Animal dung from ruminants and poultry,,,,,No,,,
05-18-54-36,Animal dung from ruminants and poultry,,,,,No,,,
05-19-02-58,Animal dung from ruminants and poultry,,,,,No,,,
05-19-39-05,Animal dung from ruminants and poultry,,,,,No,,,
05-19-41-57,Animal dung from ruminants and poultry,,,,,No,,,
05-19-43-88,Animal dung from ruminants and poultry,,,,,No,,,
05-19-59-63,Animal dung from ruminants and poultry,,,,,No,,,
05-19-81-54,Sting/Stingless bee honey,16,0,10,Litres,No,,,
05-19-81-54,Animal dung from ruminants and poultry,,,,,No,,,
05-19-88-77,Animal dung from ruminants and poultry,,,,,No,,,
05-19-89-30,Animal dung from ruminants and poultry,,,,,No,,,
05-19-94-23,Animal dung from ruminants and poultry,,,,,No,,,
05-20-05-13,Animal dung from ruminants and poultry,,,,,No,,,
05-20-08-41,Animal dung from ruminants and poultry,,,,,No,,,
05-20-18-17,Animal dung from ruminants and poultry,,,,,No,,,
05-20-61-56,Animal dung from ruminants and poultry,,,,,No,,,
05-21-10-49,Animal dung from ruminants and poultry,,,,,No,,,
05-21-86-50,Animal dung from ruminants and poultry,,,,,No,,,
05-22-15-35,Animal dung from ruminants and poultry,,,,,No,,,
05-22-75-17,Animal dung from ruminants and poultry,,,,,No,,,
05-22-88-38,Animal dung from ruminants and poultry,,,,,No,,,
05-23-28-62,Animal dung from ruminants and poultry,,,,,No,,,
05-23-29-71,Animal dung from ruminants and poultry,,,,,No,,,
05-24-06-33,Animal dung from ruminants and poultry,,,,,No,,,
05-24-21-50,Animal dung from ruminants and poultry,,,,,No,,,
05-24-31-48,Animal dung from ruminants and poultry,,,,,No,,,
05-24-44-59,Animal dung from ruminants and poultry,,,,,No,,,
05-24-47-86,Animal dung from ruminants and poultry,,,,,No,,,
05-24-56-23,Animal dung from ruminants and poultry,,,,,No,,,
05-24-69-26,Animal dung from ruminants and poultry,,,,,No,,,
05-24-73-24,Animal dung from ruminants and poultry,,,,,No,,,
05-25-00-23,Animal dung from ruminants and poultry,,,,,No,,,
05-25-45-94,Animal dung from ruminants and poultry,,,,,No,,,
05-25-48-37,Animal dung from ruminants and poultry,,,,,No,,,
05-25-72-84,Animal dung from ruminants and poultry,,,,,No,,,
05-25-75-28,Animal dung from ruminants and poultry,,,,,No,,,
05-25-79-07,Animal dung from ruminants and poultry,,,,,No,,,
05-25-93-44,Animal dung from ruminants and poultry,,,,,No,,,
05-26-23-24,Animal dung from ruminants and poultry,,,,,No,,,
05-26-34-26,Animal dung from ruminants and poultry,,,,,No,,,
05-26-83-87,Animal dung from ruminants and poultry,,,,,No,,,
05-26-88-57,Animal dung from ruminants and poultry,,,,,No,,,
05-27-17-51,Animal dung from ruminants and poultry,,,,,No,,,
05-27-21-25,Animal dung from ruminants and poultry,,,,,Yes,,,8667
05-27-27-46,Animal dung from ruminants and poultry,,,,,No,,,
05-27-37-46,Animal dung from ruminants and poultry,,,,,No,,,
05-27-84-32,Animal dung from ruminants and poultry,,,,,No,,,
05-27-92-33,Animal dung from ruminants and poultry,,,,,No,,,
05-29-05-82,Animal dung from ruminants and poultry,,,,,No,,,
05-29-53-15,Animal dung from ruminants and poultry,,,,,No,,,
05-29-87-78,Animal dung from ruminants and poultry,,,,,No,,,
05-30-13-55,Animal dung from ruminants and poultry,,,,,No,,,
05-30-73-40,Animal dung from ruminants and poultry,,,,,No,,,
05-30-79-12,Animal dung from ruminants and poultry,,,,,No,,,
05-30-97-70,Animal dung from ruminants and poultry,,,,,No,,,
05-31-32-80,Animal dung from ruminants and poultry,,,,,No,,,
05-31-37-32,Animal dung from ruminants and poultry,,,,,No,,,
05-31-39-92,Animal dung from ruminants and poultry,,,,,No,,,
05-31-58-53,Animal dung from ruminants and poultry,,,,,No,,,
05-31-81-94,Animal dung from ruminants and poultry,,,,,No,,,
05-31-97-21,Animal dung from ruminants and poultry,,,,,No,,,
05-32-32-61,Animal dung from ruminants and poultry,,,,,No,,,
05-32-47-23,Animal dung from ruminants and poultry,,,,,No,,,
05-32-54-29,Animal dung from ruminants and poultry,,,,,No,,,
05-32-67-31,Animal dung from ruminants and poultry,,,,,No,,,
05-32-88-81,Animal dung from ruminants and poultry,,,,,No,,,
05-33-23-08,Animal dung from ruminants and poultry,,,,,No,,,
05-33-39-99,Animal dung from ruminants and poultry,,,,,No,,,
05-33-53-30,Animal dung from ruminants and poultry,,,,,No,,,
05-33-91-06,Animal dung from ruminants and poultry,,,,,No,,,
05-33-99-92,Animal dung from ruminants and poultry,,,,,No,,,
05-34-07-22,Animal dung from ruminants and poultry,,,,,No,,,
05-34-08-18,Animal dung from ruminants and poultry,,,,,No,,,
05-34-23-61,Animal dung from ruminants and poultry,,,,,No,,,
05-34-49-06,Animal dung from ruminants and poultry,,,,,No,,,
