holding_id,sec16_otherproducts__id,s16q02a,s16q02b,s16q03,s16q03_unit,s16q04,s16q05,s16q06d,s16q06e
09-60-06-47,Animal dung from ruminants and poultry,,,,,No,,,
09-60-27-49,Animal dung from ruminants and poultry,,,,,Yes,,,75000
09-60-41-63,Animal dung from ruminants and poultry,,,,,No,,,
09-60-48-75,Animal dung from ruminants and poultry,,,,,No,,,
09-61-29-27,Animal dung from ruminants and poultry,,,,,No,,,
09-61-74-61,Animal dung from ruminants and poultry,,,,,No,,,
09-61-88-74,Animal dung from ruminants and poultry,,,,,No,,,
09-62-24-88,Animal dung from ruminants and poultry,,,,,No,,,
09-62-44-45,Animal dung from ruminants and poultry,,,,,No,,,
09-62-51-10,Animal dung from ruminants and poultry,,,,,No,,,
09-63-15-69,Sting/Stingless bee honey,0,10,0,,,,,
09-63-65-35,Animal dung from ruminants and poultry,,,,,No,,,
09-64-14-23,Animal dung from ruminants and poultry,,,,,No,,,
09-64-60-49,Animal dung from ruminants and poultry,,,,,No,,,
09-65-70-06,Animal dung from ruminants and poultry,,,,,No,,,
09-65-84-62,Animal dung from ruminants and poultry,,,,,No,,,
09-67-54-70,Animal dung from ruminants and poultry,,,,,No,,,
09-67-58-84,Animal dung from ruminants and poultry,,,,,No,,,
09-67-67-90,Animal dung from ruminants and poultry,,,,,No,,,
09-68-66-00,Animal dung from ruminants and poultry,,,,,No,,,
09-68-71-24,Animal dung from ruminants and poultry,,,,,No,,,
09-70-76-02,Animal dung from ruminants and poultry,,,,,No,,,
09-72-19-66,Animal dung from ruminants and poultry,,,,,No,,,
09-72-94-13,Animal dung from ruminants and poultry,,,,,No,,,
09-73-85-36,Animal dung from ruminants and poultry,,,,,No,,,
09-74-65-52,Animal dung from ruminants and poultry,,,,,No,,,
09-74-91-12,Animal dung from ruminants and poultry,,,,,No,,,
09-75-09-09,Animal dung from ruminants and poultry,,,,,No,,,
09-75-58-18,Animal dung from ruminants and poultry,,,,,No,,,
09-75-80-18,Animal dung from ruminants and poultry,,,,,No,,,
09-76-76-96,Animal dung from ruminants and poultry,,,,,No,,,
09-77-27-32,Sting/Stingless bee honey,15,5,30,Litres,Yes,5,6000,
09-77-28-61,Animal dung from ruminants and poultry,,,,,No,,,
09-77-53-76,Animal dung from ruminants and poultry,,,,,No,,,
09-77-70-78,Animal dung from ruminants and poultry,,,,,No,,,
09-77-82-48,Animal dung from ruminants and poultry,,,,,No,,,
09-77-95-31,Animal dung from ruminants and poultry,,,,,No,,,
09-78-15-38,Animal dung from ruminants and poultry,,,,,No,,,
09-78-93-98,Animal dung from ruminants and poultry,,,,,No,,,
09-79-89-27,Animal dung from ruminants and poultry,,,,,No,,,
09-80-77-47,Animal dung from ruminants and poultry,,,,,No,,,
09-81-07-12,Animal dung from ruminants and poultry,,,,,Yes,,,246667
09-81-92-00,Animal dung from ruminants and poultry,,,,,No,,,
09-82-31-13,Animal dung from ruminants and poultry,,,,,No,,,
09-82-55-19,Animal dung from ruminants and poultry,,,,,No,,,
09-82-60-24,Animal dung from ruminants and poultry,,,,,No,,,
09-82-91-70,Animal dung from ruminants and poultry,,,,,No,,,
09-83-05-22,Animal dung from ruminants and poultry,,,,,No,,,
09-83-13-61,Animal dung from ruminants and poultry,,,,,No,,,
09-83-54-75,Animal dung from ruminants and poultry,,,,,No,,,
09-84-37-12,Animal dung from ruminants and poultry,,,,,No,,,
09-84-79-44,Animal dung from ruminants and poultry,,,,,No,,,
09-86-66-63,Animal dung from ruminants and poultry,,,,,No,,,
09-87-46-24,Animal dung from ruminants and poultry,,,,,No,,,
09-87-72-37,Animal dung from ruminants and poultry,,,,,No,,,
09-88-25-43,Animal dung from ruminants and poultry,,,,,No,,,
09-88-47-12,Animal dung from ruminants and poultry,,,,,No,,,
09-88-64-76,Animal dung from ruminants and poultry,,,,,No,,,
09-88-65-47,Animal dung from ruminants and poultry,,,,,No,,,
09-89-28-59,Animal dung from ruminants and poultry,,,,,No,,,
09-89-42-36,Animal dung from ruminants and poultry,,,,,No,,,
09-89-49-58,Animal dung from ruminants and poultry,,,,,No,,,
09-89-53-32,Animal dung from ruminants and poultry,,,,,No,,,
09-89-74-94,Animal dung from ruminants and poultry,,,,,No,,,
09-89-77-34,Animal dung from ruminants and poultry,,,,,No,,,
09-90-90-80,Animal dung from ruminants and poultry,,,,,No,,,
09-91-18-34,Animal dung from ruminants and poultry,,,,,No,,,
09-92-52-22,Animal dung from ruminants and poultry,,,,,No,,,
09-92-88-94,Animal dung from ruminants and poultry,,,,,No,,,
09-93-34-41,Animal dung from ruminants and poultry,,,,,No,,,
09-94-41-38,Animal dung from ruminants and poultry,,,,,No,,,
09-94-54-92,Animal dung from ruminants and poultry,,,,,No,,,
09-94-63-64,Animal dung from ruminants and poultry,,,,,No,,,
09-95-17-81,Animal dung from ruminants and poultry,,,,,No,,,
09-95-29-38,Animal dung from ruminants and poultry,,,,,No,,,
09-96-06-84,Animal dung from ruminants and poultry,,,,,No,,,
09-96-42-28,Sting/Stingless bee honey,3,0,8,Litres,Yes,8,21333,
09-96-86-19,Animal dung from ruminants and poultry,,,,,No,,,
09-96-93-02,Animal dung from ruminants and poultry,,,,,No,,,
09-97-34-55,Animal dung from ruminants and poultry,,,,,No,,,
09-97-90-39,Animal dung from ruminants and poultry,,,,,No,,,
09-99-24-28,Animal dung from ruminants and poultry,,,,,No,,,
09-99-58-57,Animal dung from ruminants and poultry,,,,,No,,,
10-00-32-16,Animal dung from ruminants and poultry,,,,,No,,,
10-00-98-82,Animal dung from ruminants and poultry,,,,,No,,,
10-01-51-85,Animal dung from ruminants and poultry,,,,,No,,,
10-01-53-76,Animal dung from ruminants and poultry,,,,,No,,,
10-02-88-37,Animal dung from ruminants and poultry,,,,,No,,,
10-03-13-95,Animal dung from ruminants and poultry,,,,,No,,,
10-03-42-26,Animal dung from ruminants and poultry,,,,,No,,,
10-03-60-84,Animal dung from ruminants and poultry,,,,,No,,,
10-03-87-83,Animal dung from ruminants and poultry,,,,,No,,,
10-03-89-94,Animal dung from ruminants and poultry,,,,,No,,,
10-03-95-84,Animal dung from ruminants and poultry,,,,,No,,,
10-04-19-24,Animal dung from ruminants and poultry,,,,,No,,,
10-04-26-89,Animal dung from ruminants and poultry,,,,,No,,,
10-05-01-37,Animal dung from ruminants and poultry,,,,,No,,,
10-05-26-39,Animal dung from ruminants and poultry,,,,,No,,,
10-05-49-67,Animal dung from ruminants and poultry,,,,,No,,,
10-05-51-40,Animal dung from ruminants and poultry,,,,,No,,,
10-05-85-70,Animal dung from ruminants and poultry,,,,,Yes,,,40000
10-06-27-41,Animal dung from ruminants and poultry,,,,,No,,,
10-06-87-07,Animal dung from ruminants and poultry,,,,,No,,,
10-06-87-44,Animal dung from ruminants and poultry,,,,,No,,,
10-06-90-73,Animal dung from ruminants and poultry,,,,,No,,,
10-07-38-23,Animal dung from ruminants and poultry,,,,,No,,,
10-07-46-12,Animal dung from ruminants and poultry,,,,,No,,,
10-07-74-49,Animal dung from ruminants and poultry,,,,,No,,,
10-07-84-03,Animal dung from ruminants and poultry,,,,,No,,,
10-08-85-56,Animal dung from ruminants and poultry,,,,,No,,,
10-08-86-27,Animal dung from ruminants and poultry,,,,,No,,,
10-09-05-68,Animal dung from ruminants and poultry,,,,,No,,,
10-09-88-77,Animal dung from ruminants and poultry,,,,,No,,,
10-09-96-48,Animal dung from ruminants and poultry,,,,,No,,,
10-10-91-49,Animal dung from ruminants and poultry,,,,,No,,,
10-10-92-76,Animal dung from ruminants and poultry,,,,,No,,,
10-11-12-22,Animal dung from ruminants and poultry,,,,,No,,,
10-11-58-18,Animal dung from ruminants and poultry,,,,,No,,,
10-11-92-89,Animal dung from ruminants and poultry,,,,,No,,,
10-12-44-31,Animal dung from ruminants and poultry,,,,,No,,,
10-12-64-82,Animal dung from ruminants and poultry,,,,,No,,,
10-12-75-05,Animal dung from ruminants and poultry,,,,,No,,,
10-12-88-61,Animal dung from ruminants and poultry,,,,,No,,,
10-12-93-20,Animal dung from ruminants and poultry,,,,,No,,,
10-13-14-64,Animal dung from ruminants and poultry,,,,,No,,,
10-14-11-35,Animal dung from ruminants and poultry,,,,,No,,,
10-14-13-09,Animal dung from ruminants and poultry,,,,,No,,,
10-14-45-48,Animal dung from ruminants and poultry,,,,,No,,,
10-14-62-33,Animal dung from ruminants and poultry,,,,,No,,,
10-15-13-12,Animal dung from ruminants and poultry,,,,,No,,,
10-15-31-94,Animal dung from ruminants and poultry,,,,,No,,,
10-15-45-33,Animal dung from ruminants and poultry,,,,,No,,,
10-15-69-92,Animal dung from ruminants and poultry,,,,,No,,,
10-16-03-74,Animal dung from ruminants and poultry,,,,,No,,,
10-16-22-29,Animal dung from ruminants and poultry,,,,,No,,,
10-16-38-38,Animal dung from ruminants and poultry,,,,,No,,,
10-16-80-24,Animal dung from ruminants and poultry,,,,,No,,,
10-16-92-76,Animal dung from ruminants and poultry,,,,,No,,,
10-17-13-91,Animal dung from ruminants and poultry,,,,,No,,,
10-18-07-22,Animal dung from ruminants and poultry,,,,,No,,,
10-18-32-27,Animal dung from ruminants and poultry,,,,,No,,,
10-18-89-63,Animal dung from ruminants and poultry,,,,,No,,,
10-20-23-79,Animal dung from ruminants and poultry,,,,,No,,,
10-20-30-05,Animal dung from ruminants and poultry,,,,,No,,,
10-20-60-03,Animal dung from ruminants and poultry,,,,,No,,,
10-21-27-26,Animal dung from ruminants and poultry,,,,,No,,,
10-21-42-64,Animal dung from ruminants and poultry,,,,,No,,,
10-22-04-64,Animal dung from ruminants and poultry,,,,,No,,,
10-22-10-98,Animal dung from ruminants and poultry,,,,,No,,,
10-23-25-65,Animal dung from ruminants and poultry,,,,,No,,,
10-23-86-18,Animal dung from ruminants and poultry,,,,,No,,,
10-24-57-61,Animal dung from ruminants and poultry,,,,,No,,,
10-24-67-78,Animal dung from ruminants and poultry,,,,,No,,,
10-24-69-80,Animal dung from ruminants and poultry,,,,,No,,,
10-25-02-68,Animal dung from ruminants and poultry,,,,,No,,,
10-25-48-20,Animal dung from ruminants and poultry,,,,,No,,,
10-25-78-42,Animal dung from ruminants and poultry,,,,,No,,,
10-29-15-76,Animal dung from ruminants and poultry,,,,,No,,,
10-30-12-92,Animal dung from ruminants and poultry,,,,,Yes,,,50000
10-30-13-24,Animal dung from ruminants and poultry,,,,,No,,,
10-30-20-14,Animal dung from ruminants and poultry,,,,,Yes,,,20333
10-30-42-97,Animal dung from ruminants and poultry,,,,,No,,,
10-30-68-58,Animal dung from ruminants and poultry,,,,,No,,,
10-30-75-66,Animal dung from ruminants and poultry,,,,,No,,,
10-31-04-96,Animal dung from ruminants and poultry,,,,,No,,,
10-31-80-97,Animal dung from ruminants and poultry,,,,,No,,,
10-31-90-62,Animal dung from ruminants and poultry,,,,,No,,,
10-31-96-41,Animal dung from ruminants and poultry,,,,,No,,,
10-32-03-60,Animal dung from ruminants and poultry,,,,,No,,,
10-32-16-12,Animal dung from ruminants and poultry,,,,,No,,,
10-32-20-92,Animal dung from ruminants and poultry,,,,,No,,,
10-32-51-36,Animal dung from ruminants and poultry,,,,,No,,,
10-32-96-89,Animal dung from ruminants and poultry,,,,,Yes,,,5746667
10-33-13-09,Animal dung from ruminants and poultry,,,,,No,,,
10-33-20-79,Animal dung from ruminants and poultry,,,,,No,,,
10-33-43-74,Animal dung from ruminants and poultry,,,,,No,,,
10-34-28-51,Animal dung from ruminants and poultry,,,,,No,,,
10-34-31-85,Animal dung from ruminants and poultry,,,,,No,,,
10-34-85-36,Animal dung from ruminants and poultry,,,,,No,,,
10-35-45-84,Animal dung from ruminants and poultry,,,,,No,,,
10-36-56-79,Animal dung from ruminants and poultry,,,,,No,,,
10-37-05-76,Animal dung from ruminants and poultry,,,,,No,,,
10-37-21-50,Animal dung from ruminants and poultry,,,,,No,,,
10-37-65-55,Animal dung from ruminants and poultry,,,,,No,,,
10-37-76-27,Animal dung from ruminants and poultry,,,,,No,,,
10-37-92-45,Animal dung from ruminants and poultry,,,,,No,,,
10-37-99-47,Animal dung from ruminants and poultry,,,,,No,,,
10-38-03-48,Animal dung from ruminants and poultry,,,,,No,,,
10-38-27-95,Animal dung from ruminants and poultry,,,,,No,,,
10-38-50-84,Animal dung from ruminants and poultry,,,,,No,,,
10-38-52-60,Animal dung from ruminants and poultry,,,,,No,,,
10-38-66-55,Animal dung from ruminants and poultry,,,,,No,,,
10-38-69-00,Animal dung from ruminants and poultry,,,,,No,,,
10-38-77-34,Animal dung from ruminants and poultry,,,,,No,,,
10-39-33-63,Sting/Stingless bee honey,50,0,160,Litres,Yes,160,6000,
10-39-57-10,Animal dung from ruminants and poultry,,,,,No,,,
10-39-59-01,Animal dung from ruminants and poultry,,,,,No,,,
10-39-66-22,Animal dung from ruminants and poultry,,,,,No,,,
10-40-68-15,Animal dung from ruminants and poultry,,,,,No,,,
10-40-98-09,Animal dung from ruminants and poultry,,,,,No,,,
10-41-17-33,Animal dung from ruminants and poultry,,,,,No,,,
10-41-49-11,Animal dung from ruminants and poultry,,,,,No,,,
10-41-62-81,Animal dung from ruminants and poultry,,,,,No,,,
10-42-10-02,Animal dung from ruminants and poultry,,,,,No,,,
10-42-56-95,Animal dung from ruminants and poultry,,,,,No,,,
10-42-62-14,Animal dung from ruminants and poultry,,,,,No,,,
10-42-63-03,Animal dung from ruminants and poultry,,,,,No,,,
10-42-81-39,Animal dung from ruminants and poultry,,,,,No,,,
10-43-03-62,Animal dung from ruminants and poultry,,,,,No,,,
10-43-55-21,Animal dung from ruminants and poultry,,,,,No,,,
10-47-11-44,Animal dung from ruminants and poultry,,,,,No,,,
10-47-37-38,Animal dung from ruminants and poultry,,,,,No,,,
10-47-38-77,Animal dung from ruminants and poultry,,,,,No,,,
10-47-42-13,Animal dung from ruminants and poultry,,,,,No,,,
10-47-72-13,Animal dung from ruminants and poultry,,,,,No,,,
10-47-76-44,Animal dung from ruminants and poultry,,,,,Yes,,,120000
10-48-77-93,Animal dung from ruminants and poultry,,,,,No,,,
10-49-88-81,Animal dung from ruminants and poultry,,,,,No,,,
10-50-78-91,Animal dung from ruminants and poultry,,,,,No,,,
10-51-35-12,Animal dung from ruminants and poultry,,,,,No,,,
10-52-12-65,Animal dung from ruminants and poultry,,,,,No,,,
10-53-03-49,Animal dung from ruminants and poultry,,,,,No,,,
10-53-27-31,Animal dung from ruminants and poultry,,,,,No,,,
10-53-40-38,Animal dung from ruminants and poultry,,,,,No,,,
10-54-38-25,Animal dung from ruminants and poultry,,,,,No,,,
10-54-54-76,Animal dung from ruminants and poultry,,,,,No,,,
10-55-02-34,Animal dung from ruminants and poultry,,,,,No,,,
10-55-08-81,Animal dung from ruminants and poultry,,,,,No,,,
10-55-69-77,Animal dung from ruminants and poultry,,,,,No,,,
10-55-71-02,Animal dung from ruminants and poultry,,,,,No,,,
10-55-71-68,Animal dung from ruminants and poultry,,,,,No,,,
10-55-80-13,Animal dung from ruminants and poultry,,,,,No,,,
10-56-16-53,Animal dung from ruminants and poultry,,,,,No,,,
10-56-29-06,Animal dung from ruminants and poultry,,,,,No,,,
10-56-89-46,Animal dung from ruminants and poultry,,,,,No,,,
10-57-67-18,Animal dung from ruminants and poultry,,,,,No,,,
10-58-56-99,Animal dung from ruminants and poultry,,,,,No,,,
10-58-74-32,Animal dung from ruminants and poultry,,,,,No,,,
10-58-90-49,Animal dung from ruminants and poultry,,,,,No,,,
10-59-94-27,Sting/Stingless bee honey,0,10,2,Litres,No,,,
10-60-16-87,Animal dung from ruminants and poultry,,,,,No,,,
10-62-70-07,Animal dung from ruminants and poultry,,,,,No,,,
10-63-18-23,Animal dung from ruminants and poultry,,,,,No,,,
10-63-26-10,Animal dung from ruminants and poultry,,,,,No,,,
10-63-49-74,Animal dung from ruminants and poultry,,,,,No,,,
10-63-53-85,Animal dung from ruminants and poultry,,,,,No,,,
10-63-56-89,Animal dung from ruminants and poultry,,,,,No,,,
10-63-61-33,Animal dung from ruminants and poultry,,,,,No,,,
10-64-82-97,Animal dung from ruminants and poultry,,,,,No,,,
10-64-90-42,Animal dung from ruminants and poultry,,,,,No,,,
10-65-09-20,Animal dung from ruminants and poultry,,,,,No,,,
10-65-22-34,Animal dung from ruminants and poultry,,,,,No,,,
10-65-60-39,Animal dung from ruminants and poultry,,,,,No,,,
10-65-68-56,Animal dung from ruminants and poultry,,,,,No,,,
10-66-32-46,Animal dung from ruminants and poultry,,,,,No,,,
10-66-33-88,Animal dung from ruminants and poultry,,,,,No,,,
10-67-69-60,Animal dung from ruminants and poultry,,,,,No,,,
10-67-85-43,Animal dung from ruminants and poultry,,,,,No,,,
10-68-88-69,Animal dung from ruminants and poultry,,,,,No,,,
10-71-49-73,Animal dung from ruminants and poultry,,,,,No,,,
10-71-58-98,Animal dung from ruminants and poultry,,,,,No,,,
10-71-68-86,Animal dung from ruminants and poultry,,,,,No,,,
10-72-19-57,Animal dung from ruminants and poultry,,,,,No,,,
10-72-89-37,Animal dung from ruminants and poultry,,,,,No,,,
10-73-35-00,Animal dung from ruminants and poultry,,,,,No,,,
10-73-89-14,Animal dung from ruminants and poultry,,,,,No,,,
10-73-98-33,Animal dung from ruminants and poultry,,,,,No,,,
10-74-20-57,Animal dung from ruminants and poultry,,,,,No,,,
10-74-50-78,Animal dung from ruminants and poultry,,,,,No,,,
10-75-07-46,Animal dung from ruminants and poultry,,,,,No,,,
10-75-28-54,Animal dung from ruminants and poultry,,,,,No,,,
10-75-76-05,Animal dung from ruminants and poultry,,,,,No,,,
10-75-77-31,Animal dung from ruminants and poultry,,,,,No,,,
10-76-08-78,Animal dung from ruminants and poultry,,,,,No,,,
10-76-42-23,Animal dung from ruminants and poultry,,,,,No,,,
10-76-85-24,Animal dung from ruminants and poultry,,,,,No,,,
10-77-64-68,Animal dung from ruminants and poultry,,,,,No,,,
10-77-82-51,Animal dung from ruminants and poultry,,,,,No,,,
10-78-75-16,Animal dung from ruminants and poultry,,,,,No,,,
10-79-01-13,Animal dung from ruminants and poultry,,,,,No,,,
10-79-04-00,Animal dung from ruminants and poultry,,,,,No,,,
10-79-49-88,Sting/Stingless bee honey,10,0,30,Litres,No,,,
10-79-88-57,Animal dung from ruminants and poultry,,,,,No,,,
10-80-13-70,Animal dung from ruminants and poultry,,,,,No,,,
10-80-21-73,Animal dung from ruminants and poultry,,,,,No,,,
10-80-68-89,Animal dung from ruminants and poultry,,,,,No,,,
10-80-77-28,Animal dung from ruminants and poultry,,,,,No,,,
10-80-86-66,Animal dung from ruminants and poultry,,,,,No,,,
10-81-15-00,Animal dung from ruminants and poultry,,,,,No,,,
10-81-19-33,Animal dung from ruminants and poultry,,,,,No,,,
10-81-33-00,Animal dung from ruminants and poultry,,,,,No,,,
10-81-42-21,Animal dung from ruminants and poultry,,,,,No,,,
10-82-65-97,Animal dung from ruminants and poultry,,,,,No,,,
10-82-75-52,Animal dung from ruminants and poultry,,,,,No,,,
10-82-76-52,Animal dung from ruminants and poultry,,,,,No,,,
10-82-94-81,Animal dung from ruminants and poultry,,,,,No,,,
10-82-95-04,Animal dung from ruminants and poultry,,,,,No,,,
10-83-33-14,Animal dung from ruminants and poultry,,,,,No,,,
10-83-48-37,Animal dung from ruminants and poultry,,,,,No,,,
10-83-80-12,Animal dung from ruminants and poultry,,,,,No,,,
10-84-08-34,Animal dung from ruminants and poultry,,,,,No,,,
10-84-42-70,Animal dung from ruminants and poultry,,,,,No,,,
10-84-56-08,Animal dung from ruminants and poultry,,,,,No,,,
10-86-15-94,Animal dung from ruminants and poultry,,,,,No,,,
10-86-35-61,Animal dung from ruminants and poultry,,,,,No,,,
10-86-36-91,Animal dung from ruminants and poultry,,,,,No,,,
10-87-58-37,Animal dung from ruminants and poultry,,,,,No,,,
10-87-87-23,Sting/Stingless bee honey,50,17,100,Litres,Yes,80,5000,
10-88-32-50,Animal dung from ruminants and poultry,,,,,No,,,
10-88-52-37,Animal dung from ruminants and poultry,,,,,No,,,
10-88-80-24,Animal dung from ruminants and poultry,,,,,No,,,
10-89-15-28,Animal dung from ruminants and poultry,,,,,No,,,
10-89-19-67,Animal dung from ruminants and poultry,,,,,No,,,
10-89-42-06,Animal dung from ruminants and poultry,,,,,No,,,
10-89-42-64,Animal dung from ruminants and poultry,,,,,No,,,
10-89-67-32,Animal dung from ruminants and poultry,,,,,No,,,
10-90-15-94,Animal dung from ruminants and poultry,,,,,No,,,
10-90-19-43,Animal dung from ruminants and poultry,,,,,No,,,
10-90-57-88,Animal dung from ruminants and poultry,,,,,No,,,
10-91-46-09,Animal dung from ruminants and poultry,,,,,No,,,
10-92-01-39,Animal dung from ruminants and poultry,,,,,No,,,
10-92-01-53,Animal dung from ruminants and poultry,,,,,No,,,
10-92-43-99,Animal dung from ruminants and poultry,,,,,No,,,
10-92-46-08,Animal dung from ruminants and poultry,,,,,No,,,
10-93-11-27,Animal dung from ruminants and poultry,,,,,No,,,
10-93-74-95,Animal dung from ruminants and poultry,,,,,No,,,
10-94-65-03,Animal dung from ruminants and poultry,,,,,No,,,
10-95-56-71,Animal dung from ruminants and poultry,,,,,No,,,
10-96-18-04,Animal dung from ruminants and poultry,,,,,No,,,
10-96-20-60,Animal dung from ruminants and poultry,,,,,No,,,
10-96-69-97,Animal dung from ruminants and poultry,,,,,No,,,
10-96-81-12,Animal dung from ruminants and poultry,,,,,No,,,
10-97-16-00,Animal dung from ruminants and poultry,,,,,No,,,
10-97-93-46,Animal dung from ruminants and poultry,,,,,No,,,
10-98-04-91,Animal dung from ruminants and poultry,,,,,No,,,
10-98-36-93,Animal dung from ruminants and poultry,,,,,No,,,
10-99-24-72,Animal dung from ruminants and poultry,,,,,No,,,
10-99-43-10,Animal dung from ruminants and poultry,,,,,No,,,
10-99-59-01,Animal dung from ruminants and poultry,,,,,No,,,
11-01-62-78,Animal dung from ruminants and poultry,,,,,No,,,
11-02-64-73,Animal dung from ruminants and poultry,,,,,No,,,
11-03-50-88,Animal dung from ruminants and poultry,,,,,No,,,
11-03-70-98,Animal dung from ruminants and poultry,,,,,No,,,
11-04-00-71,Animal dung from ruminants and poultry,,,,,No,,,
11-04-38-12,Animal dung from ruminants and poultry,,,,,No,,,
11-04-73-99,Animal dung from ruminants and poultry,,,,,No,,,
11-04-85-70,Animal dung from ruminants and poultry,,,,,No,,,
11-04-99-89,Animal dung from ruminants and poultry,,,,,No,,,
11-05-40-91,Animal dung from ruminants and poultry,,,,,No,,,
11-05-67-93,Animal dung from ruminants and poultry,,,,,No,,,
11-05-77-78,Animal dung from ruminants and poultry,,,,,No,,,
11-06-17-12,Animal dung from ruminants and poultry,,,,,No,,,
11-06-21-82,Animal dung from ruminants and poultry,,,,,No,,,
11-06-81-53,Animal dung from ruminants and poultry,,,,,No,,,
11-07-74-75,Animal dung from ruminants and poultry,,,,,Yes,,,2500
11-07-78-34,Animal dung from ruminants and poultry,,,,,Yes,,,953333
11-08-94-72,Animal dung from ruminants and poultry,,,,,No,,,
11-08-99-24,Animal dung from ruminants and poultry,,,,,No,,,
11-09-07-94,Animal dung from ruminants and poultry,,,,,No,,,
11-09-16-97,Animal dung from ruminants and poultry,,,,,No,,,
11-09-27-18,Animal dung from ruminants and poultry,,,,,No,,,
11-09-62-64,Animal dung from ruminants and poultry,,,,,No,,,
11-09-71-07,Animal dung from ruminants and poultry,,,,,No,,,
11-09-82-45,Animal dung from ruminants and poultry,,,,,No,,,
11-10-13-08,Animal dung from ruminants and poultry,,,,,No,,,
11-10-21-16,Animal dung from ruminants and poultry,,,,,No,,,
11-11-40-90,Animal dung from ruminants and poultry,,,,,No,,,
11-11-69-12,Animal dung from ruminants and poultry,,,,,No,,,
11-12-02-29,Animal dung from ruminants and poultry,,,,,No,,,
11-12-08-09,Animal dung from ruminants and poultry,,,,,No,,,
11-12-73-42,Sting/Stingless bee honey,50,0,200,Litres,Yes,180,6000,
11-12-74-10,Animal dung from ruminants and poultry,,,,,No,,,
11-13-10-58,Animal dung from ruminants and poultry,,,,,No,,,
11-13-46-44,Animal dung from ruminants and poultry,,,,,Yes,,,100000
11-13-58-99,Animal dung from ruminants and poultry,,,,,No,,,
11-13-85-35,Animal dung from ruminants and poultry,,,,,No,,,
11-14-25-10,Animal dung from ruminants and poultry,,,,,No,,,
11-14-47-90,Animal dung from ruminants and poultry,,,,,No,,,
11-14-90-84,Animal dung from ruminants and poultry,,,,,No,,,
11-14-98-01,Animal dung from ruminants and poultry,,,,,No,,,
11-15-14-68,Animal dung from ruminants and poultry,,,,,No,,,
11-15-65-30,Animal dung from ruminants and poultry,,,,,No,,,
11-16-19-85,Animal dung from ruminants and poultry,,,,,No,,,
11-17-23-18,Animal dung from ruminants and poultry,,,,,No,,,
11-17-40-59,Animal dung from ruminants and poultry,,,,,Yes,,,50000
11-17-69-28,Animal dung from ruminants and poultry,,,,,No,,,
11-17-73-17,Animal dung from ruminants and poultry,,,,,No,,,
11-18-02-21,Animal dung from ruminants and poultry,,,,,No,,,
11-18-08-56,Animal dung from ruminants and poultry,,,,,No,,,
11-18-35-85,Animal dung from ruminants and poultry,,,,,No,,,
11-18-35-96,Animal dung from ruminants and poultry,,,,,No,,,
11-19-21-02,Animal dung from ruminants and poultry,,,,,No,,,
11-19-89-16,Animal dung from ruminants and poultry,,,,,No,,,
11-21-02-77,Animal dung from ruminants and poultry,,,,,No,,,
11-21-02-92,Animal dung from ruminants and poultry,,,,,No,,,
11-21-36-68,Animal dung from ruminants and poultry,,,,,No,,,
11-21-50-41,Animal dung from ruminants and poultry,,,,,No,,,
11-22-88-94,Animal dung from ruminants and poultry,,,,,No,,,
11-23-93-76,Animal dung from ruminants and poultry,,,,,No,,,
11-24-09-68,Animal dung from ruminants and poultry,,,,,No,,,
11-24-31-58,Animal dung from ruminants and poultry,,,,,No,,,
11-24-34-76,Animal dung from ruminants and poultry,,,,,No,,,
11-24-61-38,Animal dung from ruminants and poultry,,,,,No,,,
11-24-77-46,Animal dung from ruminants and poultry,,,,,No,,,
11-25-10-57,Animal dung from ruminants and poultry,,,,,No,,,
11-25-31-77,Animal dung from ruminants and poultry,,,,,No,,,
11-25-69-61,Animal dung from ruminants and poultry,,,,,No,,,
11-25-76-47,Animal dung from ruminants and poultry,,,,,No,,,
11-25-76-50,Animal dung from ruminants and poultry,,,,,No,,,
11-25-83-25,Animal dung from ruminants and poultry,,,,,No,,,
11-26-26-80,Animal dung from ruminants and poultry,,,,,No,,,
11-26-38-26,Animal dung from ruminants and poultry,,,,,No,,,
11-26-48-37,Animal dung from ruminants and poultry,,,,,No,,,
11-26-58-39,Animal dung from ruminants and poultry,,,,,No,,,
11-26-62-94,Animal dung from ruminants and poultry,,,,,No,,,
11-26-82-27,Animal dung from ruminants and poultry,,,,,No,,,
11-27-48-05,Animal dung from ruminants and poultry,,,,,No,,,
11-27-61-60,Animal dung from ruminants and poultry,,,,,No,,,
11-28-19-78,Animal dung from ruminants and poultry,,,,,No,,,
11-28-39-54,Animal dung from ruminants and poultry,,,,,No,,,
11-28-84-38,Animal dung from ruminants and poultry,,,,,No,,,
11-28-89-84,Animal dung from ruminants and poultry,,,,,No,,,
11-29-39-07,Animal dung from ruminants and poultry,,,,,No,,,
11-30-79-13,Animal dung from ruminants and poultry,,,,,No,,,
11-31-54-50,Animal dung from ruminants and poultry,,,,,No,,,
11-31-84-40,Animal dung from ruminants and poultry,,,,,No,,,
11-34-26-01,Animal dung from ruminants and poultry,,,,,No,,,
11-34-57-00,Animal dung from ruminants and poultry,,,,,No,,,
11-34-97-24,Animal dung from ruminants and poultry,,,,,No,,,
11-35-14-44,Animal dung from ruminants and poultry,,,,,No,,,
11-35-50-29,Animal dung from ruminants and poultry,,,,,No,,,
11-35-85-20,Animal dung from ruminants and poultry,,,,,No,,,
