holding_id,FIELD__id,s3q03,s3q04a_hectares
00-48-83-47,1,Rented or leased in,0
00-48-83-47,2,Purchased,0
00-48-96-72,1,Customary right of occupancy,2
00-49-04-40,1,Inherited,0
00-49-09-74,1,Rented or leased in,0
00-49-09-74,2,Rented or leased in,0
00-49-11-77,1,Customary right of occupancy,0
00-49-32-36,1,Purchased,2
00-49-51-04,1,Inherited,0
00-49-82-15,1,Purchased,1
00-49-82-15,2,Purchased,0
00-49-88-09,1,Customary right of occupancy,2
00-49-88-33,1,Purchased,0
00-49-88-33,2,Purchased,0
00-49-88-33,3,Purchased,1
00-50-04-02,1,Purchased,1
00-50-04-02,2,Rented or leased in,1
00-50-25-68,1,Purchased,0
00-50-30-73,1,Purchased,0
00-50-30-73,2,Rented or leased in,0
00-50-30-73,3,Rented or leased in,0
00-50-46-87,1,Customary right of occupancy,2
00-50-59-73,1,Customary right of occupancy,0
00-50-77-29,1,Rented or leased in,0
00-50-77-29,2,Rented or leased in,0
00-50-78-48,1,Borrowed for free,1
00-50-78-48,2,Inherited,0
00-50-78-48,3,Inherited,0
00-50-81-80,1,Rented or leased in,1
00-50-95-21,1,Rented or leased in,1
00-51-04-46,1,Inherited,1
00-51-31-46,1,Customary right of occupancy,1
00-51-31-46,2,Customary right of occupancy,1
00-51-31-46,3,Customary right of occupancy,0
00-51-31-46,4,Customary right of occupancy,0
00-51-58-34,1,Inherited,0
00-51-58-34,2,Inherited,0
00-51-58-34,3,Inherited,0
00-51-58-34,4,Inherited,0
00-51-58-34,5,Inherited,0
00-51-58-34,6,Inherited,0
00-51-58-53,1,Inherited,0
00-51-58-53,2,Rented or leased in,0
00-51-58-53,3,Rented or leased in,1
00-51-61-07,1,Inherited,0
00-51-61-07,2,Purchased,0
00-51-90-89,1,Inherited,1
00-51-90-89,2,Inherited,2
00-52-05-15,1,Purchased,0
00-52-25-70,1,Rented or leased in,1
00-52-25-70,2,Rented or leased in,1
00-52-37-64,1,Inherited,1
00-52-48-01,1,Inherited,1
00-52-48-01,2,Inherited,1
00-52-48-01,3,Inherited,2
00-52-48-01,4,Inherited,2
00-52-86-10,1,Inherited,0
00-52-91-27,1,Granted right of occupancy,0
00-52-92-35,1,Inherited,0
00-53-35-89,1,Purchased,1
00-53-52-84,1,Customary right of occupancy,0
00-53-53-80,1,Granted right of occupancy,5
00-53-73-77,1,Inherited,0
00-54-24-15,1,Purchased,1
00-54-24-15,2,Inherited,1
00-54-25-56,1,Borrowed for free,1
00-54-41-43,1,Purchased,3
00-54-53-27,1,Purchased,0
00-54-54-81,1,Customary right of occupancy,2
00-54-55-50,1,Borrowed for free,0
00-54-55-50,2,Borrowed for free,1
00-54-63-77,1,Purchased,2
00-54-63-77,2,Purchased,1
00-54-75-04,1,Purchased,1
00-54-77-32,1,Customary right of occupancy,0
00-54-83-37,1,Customary right of occupancy,0
00-54-83-84,1,Rented or leased in,2
00-54-91-98,1,Customary right of occupancy,1
00-54-91-98,2,Customary right of occupancy,0
00-54-99-02,1,Customary right of occupancy,2
00-55-27-96,1,Customary right of occupancy,1
00-55-27-96,2,Customary right of occupancy,1
00-55-27-96,3,Customary right of occupancy,2
00-55-31-24,1,Customary right of occupancy,0
00-55-42-02,1,Rented or leased in,1
00-55-58-01,1,Customary right of occupancy,0
00-55-73-89,1,Customary right of occupancy,1
00-55-84-22,1,Inherited,0
00-55-84-22,2,Borrowed for free,0
00-55-85-16,1,Purchased,1
00-55-96-13,1,Rented or leased in,1
00-55-96-13,2,Inherited,1
00-55-97-11,1,Granted right of occupancy,0
00-55-97-11,2,Granted right of occupancy,1
00-56-16-16,1,Customary right of occupancy,4
00-56-34-27,1,Inherited,0
00-56-42-32,1,Inherited,0
00-57-07-64,1,Inherited,0
00-57-07-64,2,Borrowed for free,0
00-57-07-64,3,Borrowed for free,0
00-57-07-64,4,Borrowed for free,0
00-57-11-67,1,Customary right of occupancy,1
00-57-20-66,1,Borrowed for free,0
00-57-20-66,2,Inherited,0
00-57-20-66,3,Borrowed for free,0
00-57-20-66,4,Inherited,0
00-57-26-65,1,Customary right of occupancy,5
00-57-26-65,2,Inherited,0
00-57-46-27,1,Rented or leased in,0
00-57-63-30,1,Granted right of occupancy,0
00-58-03-37,1,Inherited,0
00-58-03-37,2,Inherited,0
00-58-03-37,3,Inherited,0
00-58-03-37,4,Purchased,0
00-58-03-37,5,Purchased,0
00-58-13-14,1,Customary right of occupancy,1
00-58-13-14,2,Customary right of occupancy,0
00-58-14-21,1,Rented or leased in,1
00-58-26-43,1,Purchased,3
00-58-37-31,1,Customary right of occupancy,2
00-58-44-13,1,Customary right of occupancy,0
00-58-46-45,1,Rented or leased in,1
00-58-46-45,2,Rented or leased in,1
00-58-52-65,1,Purchased,0
00-58-60-95,1,Borrowed for free,0
00-58-60-95,2,Inherited,0
00-58-60-95,3,Borrowed for free,0
00-58-60-95,4,Inherited,0
00-58-83-20,1,Customary right of occupancy,0
00-58-93-43,1,Inherited,1
00-58-93-43,2,Inherited,1
00-58-95-56,1,Borrowed for free,0
00-58-95-56,2,Inherited,0
00-59-02-14,1,Other,0
00-59-29-33,1,Purchased,1
00-59-29-33,2,Purchased,0
00-59-39-32,1,Customary right of occupancy,1
00-59-53-38,1,Purchased,2
00-59-53-38,2,Purchased,4
00-59-64-96,1,Customary right of occupancy,1
00-59-67-20,1,Granted right of occupancy,1
00-59-67-42,1,Purchased,0
00-59-67-80,1,Inherited,0
00-59-67-80,2,Inherited,1
00-59-72-68,1,Inherited,1
00-59-92-67,1,Inherited,0
00-59-92-67,2,Inherited,0
00-60-19-84,1,Customary right of occupancy,2
00-60-30-74,1,Customary right of occupancy,0
00-60-39-87,1,Inherited,1
00-60-47-89,1,Inherited,0
00-60-47-89,2,Inherited,0
00-60-52-63,1,Inherited,0
00-60-52-63,2,Rented or leased in,0
00-60-52-63,3,Rented or leased in,0
00-60-59-00,1,Borrowed for free,0
00-60-94-39,1,Borrowed for free,0
00-61-32-44,1,Rented or leased in,0
00-61-50-21,1,Purchased,0
00-61-50-21,2,Purchased,2
00-61-50-21,3,Rented or leased in,1
00-61-61-27,1,Customary right of occupancy,2
00-61-61-48,1,Inherited,1
00-61-77-24,1,Inherited,1
00-61-90-30,1,Purchased,1
00-61-93-26,1,Customary right of occupancy,4
00-61-97-55,1,Purchased,4
00-61-97-55,2,Purchased,4
00-62-30-99,1,Customary right of occupancy,0
00-62-35-12,1,Borrowed for free,0
00-62-35-12,2,Borrowed for free,0
00-62-38-61,1,Inherited,1
00-62-46-10,1,Rented or leased in,1
00-62-46-10,2,Rented or leased in,1
00-62-60-84,1,Rented or leased in,0
00-62-67-12,1,Borrowed for free,0
00-62-78-90,1,Purchased,1
00-62-78-90,2,Inherited,3
00-62-78-90,4,Rented or leased in,1
00-62-89-63,1,Purchased,0
00-62-89-63,2,Customary right of occupancy,1
00-62-93-55,1,Rented or leased in,1
00-62-93-55,2,Rented or leased in,0
00-63-09-84,1,Borrowed for free,0
00-63-13-85,1,Inherited,0
00-63-25-22,1,Borrowed for free,0
00-63-25-22,2,Inherited,0
00-63-37-69,1,Customary right of occupancy,1
00-63-42-71,1,Rented or leased in,0
00-63-43-70,1,Customary right of occupancy,2
00-63-43-70,2,Customary right of occupancy,0
00-63-50-84,1,Inherited,1
00-63-50-84,2,Inherited,1
00-63-64-66,1,Inherited,0
00-63-64-66,2,Inherited,0
00-63-64-66,3,Inherited,0
00-63-72-79,1,Inherited,1
00-63-85-18,1,Customary right of occupancy,1
00-63-85-18,2,Customary right of occupancy,2
00-63-85-18,3,Customary right of occupancy,1
00-63-89-66,1,Other,0
00-63-89-66,2,Borrowed for free,0
00-63-95-28,1,Customary right of occupancy,0
00-63-98-90,1,Customary right of occupancy,2
00-64-25-60,1,Inherited,1
00-64-30-16,1,Rented or leased in,0
00-64-34-29,1,Customary right of occupancy,2
00-64-49-24,1,Granted right of occupancy,0
00-64-49-24,2,Purchased,0
00-64-49-24,3,Rented or leased in,0
00-64-51-33,1,Purchased,0
00-64-56-08,1,Customary right of occupancy,1
00-64-56-08,2,Customary right of occupancy,1
00-64-68-00,1,Granted right of occupancy,2
00-64-76-83,1,Purchased,0
00-64-98-60,1,Purchased,0
00-64-98-60,2,Purchased,0
00-64-98-60,3,Inherited,1
00-65-21-77,1,Customary right of occupancy,0
00-65-21-77,2,Borrowed for free,1
00-65-30-75,1,Inherited,2
00-65-35-63,1,Rented or leased in,1
00-65-35-63,2,Rented or leased in,0
00-65-35-63,3,Rented or leased in,0
00-65-46-54,1,Purchased,1
00-65-51-24,1,Inherited,1
00-65-51-24,2,Inherited,1
00-65-58-89,1,Rented or leased in,1
00-65-93-97,1,Rented or leased in,0
00-65-94-52,1,Customary right of occupancy,2
00-65-94-52,2,Customary right of occupancy,0
00-66-07-41,1,Inherited,3
00-66-07-41,2,Purchased,1
00-66-14-34,1,Inherited,0
00-66-22-02,1,Inherited,1
00-66-22-02,2,Inherited,0
00-66-22-02,3,Inherited,0
00-66-22-87,1,Customary right of occupancy,2
00-66-22-87,2,Customary right of occupancy,1
00-66-22-87,3,Customary right of occupancy,1
00-66-49-17,1,Customary right of occupancy,0
00-66-63-84,1,Other,1
00-66-77-14,1,Granted right of occupancy,0
00-66-81-39,1,Customary right of occupancy,0
00-66-94-17,1,Inherited,1
00-66-94-17,2,Inherited,0
00-66-95-33,1,Customary right of occupancy,1
00-66-95-33,2,Customary right of occupancy,7
00-67-22-18,1,Inherited,0
00-67-27-12,1,Rented or leased in,1
00-67-42-53,1,Customary right of occupancy,0
00-67-42-53,2,Customary right of occupancy,0
00-67-58-20,1,Rented or leased in,0
00-67-58-20,2,Rented or leased in,0
00-67-62-04,1,Granted right of occupancy,2
00-67-70-82,1,Customary right of occupancy,1
00-67-87-81,1,Customary right of occupancy,1
00-67-87-81,2,Customary right of occupancy,0
00-68-19-26,1,Other,1
00-68-26-39,1,Purchased,0
00-68-26-39,2,Purchased,1
00-68-35-70,1,Rented or leased in,0
00-68-45-73,1,Inherited,0
00-68-60-79,1,Inherited,1
00-68-65-90,1,Inherited,1
00-68-70-17,1,Inherited,1
00-68-70-42,1,Rented or leased in,1
00-68-85-75,1,Rented or leased in,2
00-68-94-28,1,Granted right of occupancy,1
00-68-94-28,2,Rented or leased in,0
00-68-94-28,3,Rented or leased in,0
00-68-94-62,1,Purchased,0
00-69-02-73,1,Inherited,1
00-69-02-73,2,Other,1
00-69-02-73,3,Inherited,1
00-69-11-10,1,Inherited,0
00-69-13-02,1,Inherited,2
00-69-14-60,1,Inherited,1
00-69-18-17,1,Purchased,0
00-69-36-75,1,Inherited,0
00-69-45-27,1,Purchased,1
00-69-52-97,1,Customary right of occupancy,1
00-69-59-34,1,Customary right of occupancy,0
00-69-60-87,1,Rented or leased in,1
00-69-60-87,2,Rented or leased in,1
00-69-65-87,1,Other,4
00-69-66-63,1,Rented or leased in,1
00-69-67-03,1,Customary right of occupancy,1
00-69-72-66,1,Rented or leased in,2
00-69-72-66,2,Rented or leased in,1
00-69-73-01,1,Customary right of occupancy,3
00-69-82-14,1,Inherited,2
00-69-94-06,1,Customary right of occupancy,0
00-70-32-64,1,Customary right of occupancy,0
00-70-40-17,1,Inherited,0
00-70-53-58,1,Customary right of occupancy,1
00-70-53-58,2,Inherited,1
00-70-53-58,3,Customary right of occupancy,1
00-70-53-58,4,Purchased,0
00-70-87-50,1,Purchased,1
00-70-87-50,2,Purchased,1
00-70-97-00,1,Inherited,0
00-71-11-83,1,Purchased,1
00-71-12-96,1,Rented or leased in,1
00-71-12-96,2,Customary right of occupancy,1
00-71-12-96,3,Rented or leased in,0
00-71-18-18,1,Purchased,1
00-71-18-18,2,Purchased,0
00-71-21-59,1,Purchased,1
00-71-21-59,2,Purchased,2
00-71-21-59,3,Purchased,0
00-71-21-59,4,Purchased,0
00-71-26-08,1,Rented or leased in,0
00-71-26-08,2,Rented or leased in,0
00-71-28-43,1,Rented or leased in,2
00-71-32-81,1,Rented or leased in,0
00-71-40-74,1,Customary right of occupancy,0
00-71-40-74,2,Customary right of occupancy,0
00-71-41-18,1,Purchased,0
00-71-41-73,1,Purchased,0
00-71-75-78,1,Inherited,1
00-71-79-15,1,Customary right of occupancy,2
00-71-96-45,1,Purchased,0
00-72-01-52,1,Customary right of occupancy,1
00-72-30-40,1,Other,0
00-72-55-56,1,Purchased,1
00-72-63-19,1,Rented or leased in,2
00-72-63-19,2,Inherited,1
00-72-73-03,1,Rented or leased in,0
00-72-88-26,1,Customary right of occupancy,0
00-72-90-78,1,Purchased,1
00-72-90-78,2,Rented or leased in,1
00-72-92-61,1,,0
00-73-02-10,1,Customary right of occupancy,1
00-73-11-55,1,Purchased,1
00-73-20-89,1,Inherited,0
00-73-20-89,2,Inherited,1
00-73-29-04,1,Customary right of occupancy,0
00-73-36-23,1,Customary right of occupancy,0
00-73-38-37,1,Inherited,1
00-73-38-37,2,Inherited,0
00-73-42-05,1,Granted right of occupancy,0
00-73-60-07,1,Purchased,1
00-73-60-07,2,Other,2
00-73-62-43,1,Inherited,0
00-73-63-54,1,Customary right of occupancy,9
00-73-63-69,1,Customary right of occupancy,3
00-73-63-73,1,Customary right of occupancy,1
00-73-63-73,2,Customary right of occupancy,1
00-73-63-73,3,Customary right of occupancy,0
00-73-63-73,4,Customary right of occupancy,0
00-73-75-57,1,Rented or leased in,0
00-73-83-59,1,Inherited,0
00-73-90-21,1,Inherited,0
00-74-20-34,1,Purchased,1
00-74-20-34,2,Purchased,0
00-74-27-46,1,Customary right of occupancy,0
00-74-27-46,2,Customary right of occupancy,0
00-74-41-13,1,Customary right of occupancy,0
00-74-41-13,2,Customary right of occupancy,0
00-74-46-42,1,Purchased,0
00-74-46-42,2,Purchased,1
00-74-49-93,1,Inherited,1
00-74-49-93,2,Inherited,0
00-74-69-14,1,Customary right of occupancy,0
00-74-75-07,1,Purchased,1
00-75-00-65,1,Inherited,0
00-75-00-65,2,Inherited,0
00-75-00-65,3,Inherited,0
00-75-01-52,1,Customary right of occupancy,0
00-75-01-52,2,Customary right of occupancy,0
00-75-05-77,1,Granted right of occupancy,1
00-75-05-77,2,Granted right of occupancy,0
00-75-10-70,1,Rented or leased in,1
00-75-10-70,2,Purchased,0
00-75-18-63,1,Rented or leased in,0
00-75-18-63,2,Purchased,0
00-75-18-63,3,Purchased,0
00-75-32-86,1,Purchased,0
00-75-35-93,1,Rented or leased in,4
00-75-41-60,1,Purchased,1
00-75-41-60,2,Purchased,1
00-75-48-52,1,Inherited,2
00-75-53-84,1,Inherited,0
00-75-53-84,2,Inherited,1
00-75-61-65,1,Purchased,0
00-75-63-67,1,Inherited,0
00-75-63-67,2,Rented or leased in,1
00-75-63-67,3,Inherited,0
00-75-63-67,4,Inherited,0
00-75-78-96,1,Inherited,1
00-75-85-91,1,Rented or leased in,0
00-75-97-04,1,Rented or leased in,0
00-76-05-44,1,Inherited,3
00-76-05-44,2,Inherited,1
00-76-07-38,1,Inherited,5
00-76-12-09,1,Borrowed for free,1
00-76-19-71,1,Rented or leased in,1
00-76-42-21,1,Inherited,0
00-76-51-93,1,Rented or leased in,1
00-76-51-93,2,Rented or leased in,0
00-76-51-93,3,Rented or leased in,0
00-76-61-66,1,Granted right of occupancy,0
00-76-61-99,1,Purchased,40
00-76-61-99,2,Granted right of occupancy,13
00-76-63-59,1,Customary right of occupancy,1
00-76-68-48,1,Rented or leased in,0
00-76-82-42,1,Inherited,3
00-76-86-61,1,Purchased,0
00-76-88-80,1,Borrowed for free,1
00-76-88-80,2,Inherited,0
00-76-88-80,3,Inherited,1
00-76-88-80,5,Inherited,1
00-77-37-80,1,Customary right of occupancy,1
00-77-48-28,1,Purchased,0
00-77-62-48,1,Granted right of occupancy,1
00-77-62-48,2,Granted right of occupancy,1
00-77-62-48,3,Granted right of occupancy,0
00-77-64-33,1,Customary right of occupancy,0
00-77-74-57,1,Customary right of occupancy,0
00-77-81-07,1,Purchased,0
00-77-81-07,2,Rented or leased in,1
00-77-90-20,1,Granted right of occupancy,0
00-78-16-46,1,Purchased,4
00-78-27-97,1,Borrowed for free,0
00-78-45-30,1,Purchased,2
00-78-45-39,1,Other,0
00-78-56-48,1,Purchased,2
00-78-68-00,1,Borrowed for free,0
00-78-68-00,2,Borrowed for free,0
00-78-78-62,1,Purchased,0
00-78-78-62,2,Rented or leased in,1
00-78-82-31,1,Purchased,0
00-78-82-31,2,Purchased,0
00-78-82-31,3,Purchased,0
00-78-82-31,4,Rented or leased in,0
00-79-03-87,1,Rented or leased in,1
00-79-06-87,1,Customary right of occupancy,1
00-79-08-32,1,Inherited,2
00-79-09-81,1,Inherited,0
00-79-09-81,2,Inherited,0
00-79-53-84,1,Purchased,1
00-79-72-55,1,Customary right of occupancy,0
00-79-72-55,2,Customary right of occupancy,1
00-79-73-74,1,Inherited,0
00-79-73-74,2,Rented or leased in,0
00-79-74-47,1,Purchased,1
00-79-74-47,2,Purchased,1
00-79-82-70,1,Purchased,2
00-79-82-70,2,Purchased,2
00-80-09-74,1,Purchased,1
00-80-09-74,2,Purchased,0
00-80-09-74,3,Purchased,1
00-80-11-50,1,Customary right of occupancy,0
00-80-32-02,1,Customary right of occupancy,1
00-80-36-63,1,Customary right of occupancy,0
00-80-52-02,1,Customary right of occupancy,2
00-80-52-02,2,Customary right of occupancy,1
00-80-52-96,1,Customary right of occupancy,1
00-80-52-96,2,Customary right of occupancy,0
00-80-54-74,1,Purchased,1
00-80-72-68,1,Rented or leased in,1
00-80-80-49,1,Rented or leased in,0
00-80-80-49,2,Rented or leased in,0
00-80-80-49,3,Rented or leased in,0
00-80-80-49,4,Rented or leased in,0
00-80-96-86,1,Inherited,1
00-80-96-86,2,Purchased,0
00-81-02-26,1,Inherited,0
00-81-09-76,1,Inherited,1
00-81-10-81,1,Inherited,2
00-81-15-63,1,Inherited,0
00-81-15-63,2,Inherited,1
00-81-27-84,1,Customary right of occupancy,0
00-81-27-84,2,Rented or leased in,0
00-81-57-73,1,Customary right of occupancy,0
00-81-62-17,1,Purchased,5
00-81-62-17,2,Purchased,1
00-81-64-25,1,Rented or leased in,0
00-81-64-25,2,Rented or leased in,0
00-81-68-52,1,Customary right of occupancy,0
00-81-74-97,1,Inherited,1
00-81-74-97,2,Borrowed for free,1
00-81-74-97,3,Inherited,0
00-81-74-97,4,Inherited,0
00-81-80-16,1,Customary right of occupancy,0
00-81-80-16,2,Customary right of occupancy,0
00-81-95-62,1,Customary right of occupancy,0
00-81-97-50,1,Customary right of occupancy,0
00-81-97-50,2,Customary right of occupancy,0
00-81-97-87,1,Rented or leased in,2
00-81-98-47,1,Inherited,1
00-81-98-47,2,Inherited,1
00-81-99-62,1,Inherited,0
00-82-00-35,1,Customary right of occupancy,2
00-82-01-54,1,Purchased,2
00-82-08-72,1,Inherited,1
00-82-13-60,1,Customary right of occupancy,3
00-82-13-60,2,Customary right of occupancy,1
00-82-34-78,1,Purchased,1
00-82-34-78,2,Rented or leased in,1
00-82-34-78,3,Rented or leased in,1
00-82-34-89,1,Inherited,0
00-82-39-67,1,Purchased,0
00-82-39-67,2,Rented or leased in,1
00-82-45-81,1,Inherited,1
00-82-45-81,2,Inherited,1
00-82-45-81,3,Inherited,1
00-82-65-75,1,Rented or leased in,1
00-82-65-75,2,Borrowed for free,0
00-82-65-75,3,Rented or leased in,1
00-82-75-97,1,Inherited,0
00-82-85-53,1,Inherited,1
00-83-05-25,1,Customary right of occupancy,1
00-83-05-25,2,Customary right of occupancy,1
00-83-06-26,1,Rented or leased in,0
00-83-16-84,1,Inherited,0
00-83-16-84,2,Borrowed for free,0
00-83-18-10,1,Granted right of occupancy,1
00-83-18-10,2,Granted right of occupancy,1
00-83-20-31,1,Customary right of occupancy,1
00-83-32-15,1,Inherited,0
00-83-42-37,1,Customary right of occupancy,4
00-83-60-14,1,Purchased,1
00-83-65-47,1,Customary right of occupancy,1
00-83-67-01,1,Rented or leased in,0
00-83-68-77,1,Customary right of occupancy,0
00-83-71-80,1,Rented or leased in,2
00-83-89-97,1,Purchased,1
00-83-89-97,2,Purchased,0
00-84-21-87,1,Purchased,0
00-84-21-87,3,Inherited,2
00-84-27-95,1,Inherited,0
00-84-40-26,1,Inherited,2
00-84-41-50,1,Rented or leased in,1
00-84-42-00,1,Rented or leased in,0
00-84-42-26,1,Customary right of occupancy,2
00-84-45-61,1,Customary right of occupancy,1
00-84-45-61,2,Rented or leased in,0
00-84-60-45,1,Rented or leased in,0
00-84-63-69,1,Rented or leased in,1
00-84-63-69,2,Customary right of occupancy,0
00-84-63-69,3,Rented or leased in,0
00-84-75-42,1,Rented or leased in,1
00-84-75-42,2,Customary right of occupancy,0
00-84-97-11,1,Purchased,0
00-84-97-11,2,Inherited,2
00-85-19-77,1,Granted right of occupancy,61
00-85-27-78,1,Inherited,1
00-85-28-54,1,Rented or leased in,1
00-85-38-83,1,Rented or leased in,0
00-85-38-83,2,Other,0
00-85-53-08,1,Rented or leased in,1
00-85-53-08,2,Inherited,0
00-85-65-78,1,Customary right of occupancy,0
00-85-65-78,2,Customary right of occupancy,0
00-85-99-34,1,Other,3
00-85-99-34,2,Other,1
00-86-20-10,1,Inherited,1
00-86-28-81,1,Customary right of occupancy,1
00-86-60-21,1,Granted right of occupancy,1
00-86-72-56,1,Rented or leased in,0
00-86-72-56,2,Purchased,0
00-86-74-95,1,Inherited,0
00-86-92-49,1,Purchased,1
00-86-92-49,2,Purchased,0
00-86-92-49,3,Purchased,0
00-86-92-49,4,Rented or leased in,0
00-86-93-17,1,Rented or leased in,1
00-86-93-17,2,Rented or leased in,1
00-87-04-25,1,Rented or leased in,0
00-87-04-25,2,Rented or leased in,0
00-87-09-64,1,Rented or leased in,3
00-87-09-75,1,Inherited,1
00-87-16-22,1,Customary right of occupancy,2
00-87-20-22,1,Rented or leased in,0
00-87-20-22,2,Rented or leased in,0
00-87-22-96,1,Rented or leased in,0
00-87-23-54,1,Purchased,1
00-87-23-54,2,Purchased,2
00-87-37-31,1,Inherited,1
00-87-37-31,2,Inherited,0
00-87-39-93,1,Inherited,1
00-87-52-23,1,Other,0
00-87-52-23,2,Other,0
00-87-52-23,3,Other,0
00-87-55-96,1,Purchased,1
00-87-55-96,2,Purchased,1
00-87-64-93,1,Customary right of occupancy,4
00-87-71-08,1,Rented or leased in,0
00-87-71-08,2,Rented or leased in,0
00-87-82-84,1,Purchased,0
00-88-02-50,1,Rented or leased in,0
00-88-02-50,2,Rented or leased in,0
00-88-07-67,1,Other,1
00-88-08-40,1,Inherited,2
00-88-43-40,1,Purchased,1
00-88-46-42,1,Granted right of occupancy,40
00-88-48-18,1,Customary right of occupancy,0
00-88-62-67,1,Purchased,2
00-88-65-01,1,Borrowed for free,0
00-88-83-01,1,Purchased,1
00-88-94-36,1,Customary right of occupancy,1
00-88-94-36,2,Customary right of occupancy,1
00-88-94-36,3,Customary right of occupancy,1
00-89-00-65,1,Inherited,1
00-89-00-65,2,Inherited,2
00-89-00-65,3,Inherited,2
00-89-03-89,1,Customary right of occupancy,0
00-89-03-89,2,Customary right of occupancy,0
00-89-54-92,1,Purchased,4
00-89-58-21,1,Purchased,0
00-89-66-06,1,Purchased,2
