holding_id,FIELD__id,s3q03,s3q04a_hectares
02-76-19-43,2,Customary right of occupancy,0
02-76-19-43,3,Customary right of occupancy,0
02-76-24-93,1,Other,2
02-76-70-21,1,Customary right of occupancy,1
02-76-78-95,1,Inherited,0
02-76-78-95,2,Granted right of occupancy,0
02-76-78-95,3,Granted right of occupancy,0
02-76-97-81,1,Borrowed for free,0
02-77-03-05,1,Customary right of occupancy,1
02-77-07-64,1,Borrowed for free,0
02-77-09-37,1,Customary right of occupancy,1
02-77-12-60,1,Borrowed for free,0
02-77-16-95,1,,2
02-77-17-54,1,Inherited,2
02-77-53-17,1,Purchased,2
02-77-59-52,1,Inherited,1
02-77-59-52,2,Purchased,0
02-77-60-52,1,Rented or leased in,2
02-77-62-08,1,Customary right of occupancy,20
02-77-62-08,2,Customary right of occupancy,39
02-77-62-08,3,Customary right of occupancy,77
02-77-66-79,1,Inherited,1
02-77-70-28,1,Customary right of occupancy,1
02-77-70-28,2,Rented or leased in,0
02-77-84-06,1,Rented or leased in,0
02-77-84-06,2,Rented or leased in,0
02-77-89-10,1,Purchased,2
02-77-93-72,1,Granted right of occupancy,0
02-78-08-35,1,Purchased,0
02-78-08-35,2,Rented or leased in,0
02-78-09-78,1,Customary right of occupancy,1
02-78-24-83,1,Purchased,1
02-78-24-83,2,Rented or leased in,1
02-78-41-32,1,Customary right of occupancy,1
02-78-45-41,1,Rented or leased in,1
02-78-56-36,1,Rented or leased in,1
02-78-59-85,1,Purchased,2
02-78-62-73,1,Inherited,0
02-78-62-73,2,Inherited,1
02-78-65-24,1,Customary right of occupancy,1
02-78-70-36,1,Purchased,4
02-78-83-88,1,Inherited,2
02-78-83-88,2,Inherited,1
02-78-83-88,3,Inherited,0
02-78-91-47,1,Inherited,0
02-78-95-29,1,Borrowed for free,0
02-78-95-29,2,Borrowed for free,0
02-79-24-21,1,Borrowed for free,0
02-79-49-55,1,Purchased,2
02-79-49-55,2,Purchased,4
02-79-49-55,3,Purchased,4
02-79-75-76,1,Inherited,0
02-79-75-76,2,Granted right of occupancy,0
02-79-79-04,1,Purchased,0
02-79-79-04,2,Purchased,0
02-79-88-00,1,Customary right of occupancy,0
02-79-88-51,1,Inherited,1
02-80-09-17,1,Customary right of occupancy,0
02-80-12-30,1,Customary right of occupancy,2
02-80-20-78,1,Customary right of occupancy,0
02-80-20-78,2,Customary right of occupancy,0
02-80-22-11,1,Customary right of occupancy,0
02-80-30-39,1,Customary right of occupancy,1
02-80-30-39,2,Customary right of occupancy,1
02-80-33-44,1,Inherited,0
02-80-33-44,2,Inherited,0
02-80-35-13,1,Borrowed for free,1
02-80-35-13,2,Inherited,1
02-80-37-04,1,Customary right of occupancy,0
02-80-44-30,1,Purchased,1
02-80-61-99,1,Borrowed for free,0
02-80-61-99,2,Borrowed for free,0
02-80-73-81,1,Inherited,1
02-80-79-02,1,Purchased,12
02-80-79-02,2,Purchased,8
02-80-79-02,3,Purchased,4
02-80-84-59,1,Inherited,1
02-80-95-48,1,Inherited,0
02-81-03-82,1,Purchased,1
02-81-16-02,1,Rented or leased in,1
02-81-21-48,1,Inherited,1
02-81-21-48,2,Inherited,1
02-81-28-77,1,Purchased,0
02-81-28-77,2,Rented or leased in,1
02-81-36-31,1,Rented or leased in,1
02-81-36-31,2,Rented or leased in,1
02-81-36-31,3,Rented or leased in,0
02-81-37-01,1,Borrowed for free,0
02-81-37-01,2,Borrowed for free,0
02-81-38-71,1,Rented or leased in,0
02-81-43-85,1,Rented or leased in,0
02-81-43-85,2,Rented or leased in,0
02-81-54-12,1,Purchased,1
02-81-55-10,1,Purchased,0
02-81-55-85,1,Purchased,0
02-81-55-85,2,Purchased,0
02-81-59-19,1,Rented or leased in,1
02-81-68-82,1,Customary right of occupancy,0
02-81-68-82,2,Customary right of occupancy,0
02-81-71-30,1,Rented or leased in,0
02-81-90-06,1,Rented or leased in,0
02-81-90-06,2,Purchased,0
02-81-95-64,1,Inherited,0
02-81-95-64,2,Granted right of occupancy,0
02-81-95-64,3,Inherited,0
02-82-00-69,1,Rented or leased in,0
02-82-02-09,1,Customary right of occupancy,1
02-82-07-15,1,Borrowed for free,0
02-82-55-16,1,Rented or leased in,1
02-82-55-30,1,Customary right of occupancy,1
02-82-61-19,1,Purchased,2
02-82-65-32,1,Inherited,2
02-82-71-36,1,Customary right of occupancy,0
02-82-71-36,2,Customary right of occupancy,1
02-82-75-72,1,Customary right of occupancy,0
02-82-75-72,2,Customary right of occupancy,1
02-82-79-32,1,Inherited,0
02-82-96-77,1,Granted right of occupancy,0
02-83-01-68,1,Customary right of occupancy,0
02-83-16-37,1,Inherited,0
02-83-16-37,2,Granted right of occupancy,0
02-83-24-54,1,Inherited,2
02-83-24-54,2,Granted right of occupancy,1
02-83-29-60,1,Inherited,1
02-83-29-60,2,Purchased,0
02-83-34-87,1,Inherited,1
02-83-34-87,2,Rented or leased in,0
02-83-39-50,1,Inherited,1
02-83-46-78,1,Granted right of occupancy,0
02-83-48-77,1,Rented or leased in,1
02-83-48-77,2,Rented or leased in,0
02-83-53-01,1,Granted right of occupancy,0
02-83-64-20,1,Inherited,0
02-83-64-20,2,Inherited,0
02-83-64-20,3,Rented or leased in,0
02-83-70-79,1,Customary right of occupancy,0
02-83-80-96,1,Inherited,0
02-83-88-12,1,Inherited,2
02-83-95-65,1,Rented or leased in,2457
02-84-12-13,1,Borrowed for free,0
02-84-18-32,1,Inherited,1
02-84-18-32,2,Rented or leased in,1
02-84-36-58,1,Borrowed for free,0
02-84-36-58,2,Inherited,0
02-84-36-58,3,Inherited,0
02-84-36-58,4,Other,0
02-84-48-93,1,Inherited,0
02-84-52-71,1,Rented or leased in,1
02-84-70-17,1,Inherited,2
02-84-80-01,1,Customary right of occupancy,1
02-85-06-62,1,Rented or leased in,0
02-85-06-62,2,Rented or leased in,1
02-85-10-72,1,Rented or leased in,1
02-85-20-45,1,Purchased,0
02-85-32-77,1,Customary right of occupancy,0
02-85-32-77,2,Rented or leased in,2
02-85-38-15,1,Purchased,1
02-85-38-30,1,Purchased,6
02-85-38-30,2,Purchased,4
02-85-53-32,1,Purchased,0
02-85-53-32,2,Purchased,0
02-85-61-25,1,Granted right of occupancy,2
02-85-87-31,1,Customary right of occupancy,0
02-85-87-31,2,Customary right of occupancy,0
02-85-88-12,1,Rented or leased in,0
02-85-88-12,2,Rented or leased in,0
02-85-97-12,1,Inherited,0
02-85-97-12,2,Rented or leased in,0
02-86-04-45,1,Borrowed for free,0
02-86-11-91,1,Borrowed for free,1
02-86-18-59,1,Purchased,2
02-86-20-84,1,Inherited,1
02-86-22-18,1,Customary right of occupancy,2
02-86-78-05,1,Inherited,1
02-86-85-99,1,Customary right of occupancy,1
02-86-85-99,2,Customary right of occupancy,0
02-87-36-26,1,Purchased,3
02-87-53-15,1,Granted right of occupancy,0
02-87-68-64,1,,1
02-87-69-91,1,Customary right of occupancy,0
02-87-77-12,1,Granted right of occupancy,1
02-88-14-11,1,Purchased,1
02-88-29-25,1,Rented or leased in,1
02-88-57-15,1,Customary right of occupancy,0
02-88-57-15,2,Customary right of occupancy,0
02-88-68-10,1,Inherited,0
02-88-68-10,2,Rented or leased in,0
02-88-89-20,1,Customary right of occupancy,2
02-89-05-08,1,Purchased,1
02-89-05-08,2,Purchased,0
02-89-11-30,1,Purchased,2
02-89-14-41,1,Customary right of occupancy,0
02-89-14-41,2,Borrowed for free,0
02-89-14-41,3,Borrowed for free,0
02-89-18-34,1,Customary right of occupancy,1
02-89-18-34,2,Customary right of occupancy,0
02-89-20-20,1,Rented or leased in,0
02-89-20-20,2,Rented or leased in,0
02-89-20-20,3,Rented or leased in,0
02-89-24-45,1,Inherited,0
02-89-31-81,1,Inherited,0
02-89-31-81,2,Inherited,1
02-89-31-81,3,Rented or leased in,3
02-89-66-47,1,Borrowed for free,1
02-89-70-92,1,Inherited,1
02-89-77-97,1,Rented or leased in,1
02-89-97-42,1,Purchased,1
02-89-97-42,2,Purchased,0
02-90-13-75,1,Inherited,1
02-90-13-75,2,Borrowed for free,1
02-90-13-75,3,Inherited,0
02-90-13-75,4,Rented or leased in,0
02-90-13-75,5,Borrowed for free,0
02-90-23-91,1,Inherited,1
02-90-27-75,1,Purchased,0
02-90-30-87,1,Inherited,0
02-90-30-87,2,Purchased,1
02-90-45-51,1,Purchased,1
02-90-45-51,2,Purchased,0
02-90-45-51,3,Purchased,0
02-90-45-51,4,Rented or leased in,0
02-90-59-77,1,Purchased,1
02-90-62-49,1,Inherited,1
02-90-62-49,2,Purchased,1
02-90-66-37,1,Inherited,0
02-90-66-37,2,Inherited,1
02-90-66-43,1,Customary right of occupancy,0
02-90-73-54,1,Granted right of occupancy,10
02-90-73-54,2,Customary right of occupancy,0
02-90-75-83,1,Other,1
02-90-75-83,2,Rented or leased in,1
02-90-94-32,1,Inherited,1
02-90-97-24,1,Borrowed for free,0
02-91-04-69,1,Purchased,6
02-91-04-69,2,Purchased,3
02-91-14-35,1,Customary right of occupancy,2
02-91-25-10,1,Inherited,0
02-91-25-10,2,Inherited,0
02-91-31-67,1,Granted right of occupancy,1
02-91-34-03,1,Rented or leased in,0
02-91-38-04,1,Inherited,0
02-91-38-04,2,Inherited,1
02-91-44-26,1,Inherited,1
02-91-56-96,1,Purchased,1
02-91-56-96,2,Rented or leased in,0
02-91-56-96,3,Granted right of occupancy,0
02-91-56-96,4,Customary right of occupancy,1
02-91-60-96,1,Rented or leased in,1
02-91-62-95,1,Rented or leased in,0
02-91-69-33,1,Granted right of occupancy,2
02-91-80-27,1,Rented or leased in,1
02-91-93-95,1,Inherited,1
02-92-00-87,1,Inherited,0
02-92-00-87,2,Granted right of occupancy,0
02-92-00-87,3,Granted right of occupancy,0
02-92-13-48,1,Purchased,1
02-92-21-92,1,Inherited,0
02-92-21-92,2,Inherited,3
02-92-22-45,1,Inherited,0
02-92-29-47,1,Rented or leased in,0
02-92-29-47,2,Rented or leased in,1
02-92-40-32,1,Rented or leased in,0
02-93-24-80,1,Customary right of occupancy,1
02-93-24-80,2,Purchased,1
02-93-29-30,1,Customary right of occupancy,0
02-93-29-30,2,Granted right of occupancy,0
02-93-35-75,1,Rented or leased in,3
02-93-60-88,1,Purchased,0
02-93-60-88,2,Purchased,0
02-93-60-88,3,Purchased,0
02-93-60-88,4,Purchased,0
02-93-60-88,5,Purchased,0
02-93-85-38,1,Inherited,0
02-93-93-53,1,Customary right of occupancy,0
02-93-93-53,2,Customary right of occupancy,1
02-93-96-77,1,Other,1
02-94-03-20,1,Rented or leased in,1
02-94-10-11,1,Inherited,0
02-94-10-11,2,Inherited,0
02-94-10-11,3,Inherited,0
02-94-10-99,1,Inherited,1
02-94-10-99,2,Inherited,0
02-94-19-92,1,Rented or leased in,0
02-94-19-92,2,Inherited,0
02-94-19-92,3,Rented or leased in,0
02-94-19-92,4,Inherited,0
02-94-19-92,5,Borrowed for free,0
02-94-59-23,1,Customary right of occupancy,0
02-94-59-23,2,Purchased,0
02-94-59-23,3,Purchased,0
02-94-59-23,4,Purchased,0
02-94-68-97,1,Customary right of occupancy,3
02-94-68-98,1,Rented or leased in,1
02-94-83-64,1,Rented or leased in,1
02-94-83-64,2,Customary right of occupancy,0
02-94-93-06,1,Rented or leased in,2
02-94-93-06,2,Customary right of occupancy,0
02-94-96-10,1,Purchased,2
02-94-96-32,1,Purchased,0
02-94-99-44,1,Customary right of occupancy,1
02-94-99-44,2,Inherited,2
02-94-99-44,3,Inherited,1
02-94-99-44,4,Inherited,0
02-95-02-66,1,Purchased,8
02-95-11-76,1,Inherited,1
02-95-30-72,1,Inherited,2
02-95-60-97,1,Purchased,2
02-95-60-97,2,Other,0
02-95-68-57,1,Purchased,1
02-95-68-57,2,Rented or leased in,1
02-95-69-08,1,Customary right of occupancy,1
02-95-80-78,1,Inherited,0
02-95-94-62,1,Customary right of occupancy,0
02-96-09-21,1,Customary right of occupancy,0
02-96-16-59,1,Inherited,1
02-96-26-95,1,Inherited,1
02-96-42-18,1,Inherited,66
02-96-47-19,1,Customary right of occupancy,1
02-96-51-02,1,Customary right of occupancy,2
02-96-51-02,2,Customary right of occupancy,0
02-96-89-19,1,Rented or leased in,1
02-97-04-54,1,Inherited,0
02-97-06-84,1,Purchased,0
02-97-06-84,2,Customary right of occupancy,0
02-97-06-84,3,Customary right of occupancy,0
02-97-06-84,4,Customary right of occupancy,0
02-97-06-84,5,Customary right of occupancy,0
02-97-11-69,1,Purchased,1
02-97-11-69,2,Purchased,1
02-97-11-69,3,Purchased,2
02-97-25-08,1,Inherited,1
02-97-40-02,1,Rented or leased in,0
02-97-40-02,2,Rented or leased in,0
02-97-40-02,3,Rented or leased in,0
02-97-40-02,4,Rented or leased in,0
02-97-47-29,1,Inherited,0
02-97-78-37,1,Inherited,1
02-97-78-37,2,Inherited,1
02-97-79-53,1,Customary right of occupancy,1
02-97-79-53,2,Customary right of occupancy,0
02-97-83-20,1,Rented or leased in,75
02-98-03-87,1,Customary right of occupancy,1
02-98-03-87,2,Customary right of occupancy,1
02-98-06-66,1,Rented or leased in,0
02-98-06-66,2,Rented or leased in,1
02-98-12-76,1,Customary right of occupancy,0
02-98-12-76,2,Customary right of occupancy,0
02-98-13-45,1,Inherited,1
02-98-24-87,1,Purchased,0
02-98-42-19,1,Purchased,1
02-98-42-19,2,Purchased,1
02-98-60-70,1,Inherited,1
02-98-60-70,2,Rented or leased in,0
02-98-78-26,1,Inherited,1
02-98-78-26,2,Inherited,1
02-98-78-26,3,Inherited,0
02-98-80-44,1,Borrowed for free,1
02-98-84-38,1,Customary right of occupancy,0
02-98-95-40,1,Inherited,1
02-99-03-85,1,Purchased,1
02-99-03-85,2,Other,1
02-99-15-65,1,,1
02-99-35-15,1,Purchased,2
02-99-35-15,2,Inherited,1
02-99-35-15,3,Purchased,1
02-99-41-74,1,Inherited,0
02-99-41-74,2,Inherited,0
02-99-53-20,1,Rented or leased in,1
02-99-53-20,2,Rented or leased in,1
02-99-66-21,1,Inherited,0
02-99-66-21,2,Inherited,0
02-99-66-21,3,Customary right of occupancy,0
02-99-85-49,1,Purchased,0
02-99-96-04,1,Customary right of occupancy,1
02-99-96-04,2,Rented or leased in,0
02-99-96-04,3,Rented or leased in,0
03-00-06-64,1,Customary right of occupancy,1
03-00-17-81,1,Customary right of occupancy,2
03-00-19-07,1,Inherited,1
03-00-23-28,1,Granted right of occupancy,1
03-00-24-47,1,Inherited,0
03-00-28-95,1,Granted right of occupancy,0
03-00-32-55,1,Inherited,1
03-00-63-67,1,Customary right of occupancy,1
03-00-64-81,1,Rented or leased in,1
03-00-64-81,2,Purchased,1
03-00-68-47,1,Customary right of occupancy,1
03-00-82-08,1,Other,1
03-00-83-62,1,Inherited,0
03-01-04-41,1,Other,2
03-01-09-36,1,Inherited,0
03-01-11-75,1,Inherited,1
03-01-19-72,1,Inherited,4
03-01-19-72,2,Inherited,1
03-01-24-20,1,Purchased,0
03-01-51-18,1,Customary right of occupancy,0
03-01-51-18,2,Customary right of occupancy,0
03-01-75-51,1,Granted right of occupancy,1
03-01-75-51,2,Purchased,2
03-02-08-45,1,Rented or leased in,4
03-02-08-94,1,Purchased,0
03-02-08-94,2,Purchased,2
03-02-08-94,3,Purchased,1
03-02-12-70,1,Customary right of occupancy,0
03-02-22-46,1,Borrowed for free,1
03-02-22-46,2,Borrowed for free,1
03-02-22-46,3,Borrowed for free,1
03-02-22-65,1,Customary right of occupancy,1
03-02-22-65,2,Customary right of occupancy,2
03-02-36-22,1,Customary right of occupancy,0
03-02-51-86,1,Customary right of occupancy,2
03-02-51-86,2,Inherited,1
03-02-60-00,1,Granted right of occupancy,1
03-02-81-00,1,Inherited,4
03-03-00-14,1,Other,2
03-03-00-14,2,Other,2
03-03-11-04,1,Rented or leased in,1
03-03-12-81,1,Purchased,2
03-03-14-81,1,Rented or leased in,0
03-03-32-53,1,Purchased,0
03-03-32-53,2,Rented or leased in,1
03-03-32-53,3,Purchased,1
03-03-39-59,1,Inherited,0
03-03-48-57,1,Granted right of occupancy,5
03-03-59-92,1,Inherited,1
03-03-69-29,1,Inherited,0
03-03-69-29,2,Inherited,0
03-03-71-91,1,Rented or leased in,0
03-03-71-91,2,Purchased,0
03-03-73-11,1,Rented or leased in,1
03-03-73-11,2,Purchased,0
03-03-84-98,1,Borrowed for free,1
03-03-89-26,1,Purchased,110
03-03-99-32,1,Customary right of occupancy,1
03-03-99-32,2,Purchased,0
03-04-03-24,1,Rented or leased in,3
03-04-03-50,1,Rented or leased in,1
03-04-03-50,2,Purchased,0
03-04-11-75,1,Borrowed for free,1
03-04-29-85,1,Customary right of occupancy,1
03-04-29-85,2,Customary right of occupancy,1
03-04-33-73,1,Purchased,2
03-04-52-31,1,Rented or leased in,0
03-04-54-72,1,Borrowed for free,0
03-04-54-72,2,Borrowed for free,0
03-04-65-63,1,Customary right of occupancy,1
03-05-26-24,1,Inherited,0
03-05-29-47,1,Purchased,0
03-05-34-87,1,Rented or leased in,0
03-05-38-35,1,Inherited,1
03-05-38-35,2,Customary right of occupancy,1
03-05-64-23,1,Inherited,1
03-05-69-47,1,Rented or leased in,1
03-05-70-02,1,Granted right of occupancy,1
03-05-72-76,1,Rented or leased in,1
03-05-91-23,1,Customary right of occupancy,0
03-05-91-59,1,Customary right of occupancy,0
03-06-01-19,1,Customary right of occupancy,0
03-06-50-77,1,Purchased,1
03-06-51-49,1,Rented or leased in,0
03-06-51-49,2,Inherited,0
03-06-71-70,1,Rented or leased in,1
03-06-73-68,1,Rented or leased in,0
03-06-90-34,1,Inherited,1
03-06-90-34,2,Inherited,0
03-06-98-03,1,Purchased,0
03-07-06-09,1,Inherited,0
03-07-06-09,2,Inherited,0
03-07-30-87,1,Purchased,3
03-07-30-87,2,Purchased,1
03-07-30-87,3,Purchased,0
03-07-38-24,1,Rented or leased in,0
03-07-38-24,2,Rented or leased in,1
03-07-38-24,3,Rented or leased in,0
03-07-65-29,1,Inherited,0
03-07-65-29,2,Inherited,1
03-07-68-71,1,Purchased,1
03-07-68-71,2,Purchased,0
03-07-74-96,1,Inherited,0
03-07-75-45,1,Rented or leased in,2
03-07-75-45,2,Rented or leased in,2
03-07-75-45,3,Inherited,1
03-07-76-11,1,Rented or leased in,2
03-07-76-18,1,Purchased,2
03-07-77-83,1,Customary right of occupancy,0
03-08-02-47,1,Customary right of occupancy,3
03-08-05-19,1,Customary right of occupancy,1
03-08-10-66,1,Granted right of occupancy,0
03-08-22-32,1,Customary right of occupancy,0
03-08-22-32,2,Rented or leased in,1
03-08-23-33,1,Purchased,1
03-08-23-33,2,Purchased,1
03-08-24-96,1,Purchased,0
03-08-28-44,1,Inherited,1
03-08-28-44,2,Rented or leased in,0
03-08-32-34,1,Purchased,1
03-08-32-34,2,Purchased,0
03-08-32-34,3,Purchased,0
03-08-32-34,4,Purchased,0
03-08-33-40,1,Customary right of occupancy,2
03-08-36-03,1,Purchased,1
03-08-36-03,2,Rented or leased in,0
03-08-46-75,1,Borrowed for free,1
03-08-46-75,2,Inherited,0
03-08-74-63,1,Rented or leased in,2
03-08-82-27,1,Inherited,1
03-08-84-73,1,Rented or leased in,1
03-09-00-26,1,Borrowed for free,1
03-09-07-08,1,Inherited,1
03-09-15-80,1,Customary right of occupancy,0
03-09-28-91,1,Granted right of occupancy,3
03-09-37-40,1,Inherited,0
03-09-58-24,1,Purchased,0
03-09-65-52,1,Inherited,1
03-09-78-11,1,Rented or leased in,2
03-10-06-79,1,Customary right of occupancy,0
03-10-06-79,2,Customary right of occupancy,0
03-10-06-79,3,Customary right of occupancy,0
03-10-06-79,4,Customary right of occupancy,0
03-10-26-65,1,Rented or leased in,0
03-10-51-79,1,Inherited,0
03-10-51-79,2,Borrowed for free,0
03-10-95-83,1,Inherited,1
03-10-95-83,2,Borrowed for free,0
03-10-99-84,1,Granted right of occupancy,0
03-11-00-63,1,Granted right of occupancy,0
03-11-00-63,2,Granted right of occupancy,0
03-11-09-37,1,Inherited,1
03-11-09-66,1,Customary right of occupancy,1
03-11-22-16,1,Granted right of occupancy,0
03-11-22-16,2,Granted right of occupancy,0
03-11-22-16,3,Granted right of occupancy,0
03-11-22-16,4,Granted right of occupancy,0
03-11-41-90,1,Inherited,0
03-11-51-96,1,Rented or leased in,0
03-11-56-74,1,Rented or leased in,0
03-11-56-74,2,Rented or leased in,1
03-11-56-74,3,Inherited,1
03-11-61-77,1,Inherited,0
03-11-69-70,1,Inherited,1
03-12-00-04,1,Inherited,1
03-12-13-76,1,Customary right of occupancy,0
03-12-13-76,2,Rented or leased in,0
03-12-19-10,1,Inherited,0
03-12-19-10,2,Inherited,0
03-12-27-99,1,Purchased,2
03-12-27-99,2,Purchased,1
03-12-27-99,3,Purchased,1
03-12-33-16,1,Customary right of occupancy,0
03-12-37-97,1,Other,20
03-12-45-31,1,Customary right of occupancy,1
03-12-45-31,2,Customary right of occupancy,1
03-12-45-31,3,Customary right of occupancy,0
03-12-57-66,1,Customary right of occupancy,0
03-12-72-22,1,Inherited,1
03-12-74-59,1,Purchased,1
03-12-74-59,2,Rented or leased in,0
03-12-74-59,3,Rented or leased in,0
03-12-83-22,1,Borrowed for free,1
03-13-02-65,1,Inherited,0
03-13-02-65,2,Rented or leased in,0
03-13-02-65,3,Inherited,1
03-13-02-65,4,Purchased,0
03-13-02-65,5,Inherited,0
03-13-14-51,1,Purchased,0
03-13-14-51,2,Borrowed for free,0
03-13-17-01,1,Inherited,0
03-13-17-01,2,Inherited,1
03-13-17-01,3,Purchased,1
03-13-25-55,1,Inherited,1
03-13-25-55,2,Rented or leased in,2
03-13-25-55,3,Rented or leased in,1
03-13-62-57,1,Inherited,3
03-13-87-88,1,Rented or leased in,0
03-13-92-20,1,Inherited,0
03-13-92-20,2,Inherited,0
03-14-05-24,1,Inherited,0
03-14-06-21,1,Purchased,1
03-14-13-72,1,Customary right of occupancy,0
03-14-13-72,2,Customary right of occupancy,0
03-14-13-72,3,Rented or leased in,0
03-14-14-05,1,Customary right of occupancy,0
03-14-14-05,2,Customary right of occupancy,1
03-14-14-05,3,Customary right of occupancy,0
03-14-33-85,1,Borrowed for free,0
03-14-33-85,2,Borrowed for free,0
03-14-40-71,1,Rented or leased in,0
03-14-40-71,2,Rented or leased in,0
03-14-78-88,1,Customary right of occupancy,1
03-14-89-81,1,Inherited,1
03-14-89-81,2,Inherited,1
03-14-95-40,1,Rented or leased in,0
03-14-95-40,2,Rented or leased in,0
03-14-97-76,1,Rented or leased in,1
03-15-00-80,1,Customary right of occupancy,1
03-15-07-62,1,Other,0
03-15-07-62,2,Customary right of occupancy,0
03-15-13-57,1,Other,0
03-15-13-57,2,Other,0
03-15-13-57,3,Rented or leased in,0
03-15-20-16,1,Purchased,0
03-15-20-16,2,Purchased,1
03-15-46-70,1,Purchased,1
03-15-46-70,2,Purchased,1
03-15-46-70,3,Purchased,2
03-15-48-22,1,Inherited,2
03-15-73-15,1,Inherited,1
03-15-84-59,1,Customary right of occupancy,1
03-15-84-59,2,Customary right of occupancy,0
03-15-94-08,1,Inherited,20
03-16-00-05,1,Purchased,0
03-16-00-05,2,Purchased,1
03-16-00-05,3,Purchased,0
03-16-39-60,1,Purchased,0
03-16-39-60,2,Inherited,1
03-16-39-87,1,Inherited,0
03-16-39-87,2,Inherited,0
03-16-39-87,3,Inherited,1
03-16-39-87,4,Rented or leased in,1
03-16-43-87,1,Purchased,1
03-16-51-01,1,Borrowed for free,0
03-16-59-68,1,Customary right of occupancy,1
03-16-59-92,1,Rented or leased in,0
03-16-59-92,2,Customary right of occupancy,0
03-16-64-18,1,Purchased,1
03-16-65-96,1,Purchased,0
03-16-66-59,1,Other,1
03-16-79-27,1,Inherited,1
03-16-80-05,1,Inherited,1
03-16-80-05,2,Granted right of occupancy,2
03-16-80-05,3,Inherited,0
03-16-80-61,1,Rented or leased in,1
03-16-91-94,1,Purchased,2
03-16-94-47,1,Purchased,1
03-16-94-47,2,Purchased,0
03-16-98-44,1,Inherited,0
03-16-98-44,2,Inherited,2
03-17-11-50,1,Rented or leased in,0
03-17-15-41,1,Rented or leased in,0
03-17-39-23,1,Inherited,0
03-17-43-02,1,Inherited,1
03-17-59-72,1,Purchased,1
03-17-59-72,2,Purchased,0
03-17-59-72,3,Customary right of occupancy,1
03-17-59-94,1,Purchased,1
03-17-59-94,2,Customary right of occupancy,0
03-17-82-87,1,Rented or leased in,1
03-17-91-59,1,Borrowed for free,0
03-18-12-29,1,Inherited,1
03-18-12-29,2,Purchased,2
03-18-12-29,3,Inherited,0
03-18-12-83,1,Granted right of occupancy,0
03-18-13-03,1,Inherited,0
03-18-16-69,1,Rented or leased in,0
03-18-22-18,1,Rented or leased in,0
03-18-22-83,1,Rented or leased in,0
03-18-27-90,1,Customary right of occupancy,1
03-18-42-91,1,Purchased,1
03-18-42-91,2,Purchased,1
03-18-57-62,1,Customary right of occupancy,1
03-18-57-62,2,Customary right of occupancy,1
03-18-57-81,1,Inherited,1
03-18-64-07,1,Inherited,0
03-18-68-64,1,Granted right of occupancy,1
03-18-68-64,2,Rented or leased in,1
03-18-68-64,3,Purchased,0
03-18-68-64,4,Purchased,0
03-18-72-02,1,Inherited,0
03-18-72-02,2,Borrowed for free,0
03-18-73-64,1,Purchased,20
03-18-73-64,2,Purchased,4
03-19-01-22,1,Purchased,0
03-19-01-22,2,Purchased,1
03-19-01-22,3,Borrowed for free,0
03-19-04-10,1,Customary right of occupancy,1
03-19-09-12,1,Rented or leased in,1
03-19-09-12,2,Purchased,1
03-19-12-39,1,Purchased,1
03-19-13-71,1,Purchased,1
03-19-32-92,1,Inherited,1
03-19-41-36,1,Inherited,1
03-19-44-52,1,Inherited,1
03-19-44-52,2,Inherited,1
03-19-49-39,1,Inherited,1
03-19-49-39,2,Inherited,0
03-19-60-48,1,Customary right of occupancy,0
03-19-78-16,1,Rented or leased in,1
03-19-88-92,1,Customary right of occupancy,0
03-19-89-92,1,Purchased,0
03-20-02-06,1,Customary right of occupancy,1
03-20-11-57,1,Customary right of occupancy,1
03-20-11-57,2,Customary right of occupancy,0
03-20-27-63,1,Inherited,0
03-20-30-25,1,Customary right of occupancy,0
03-20-30-25,2,Inherited,1
03-20-30-49,1,Purchased,3
03-20-31-01,1,Granted right of occupancy,3
03-20-31-01,2,Rented or leased in,1
03-20-39-94,1,Rented or leased in,1
03-20-49-38,1,Customary right of occupancy,3
03-20-49-38,2,Customary right of occupancy,0
03-20-49-38,3,Customary right of occupancy,0
03-20-76-83,1,Inherited,1
03-20-76-83,2,Inherited,0
03-20-98-55,1,Other,0
03-20-98-55,2,Rented or leased in,0
03-21-11-49,1,Customary right of occupancy,1
03-21-11-49,2,Customary right of occupancy,0
03-21-11-49,3,Customary right of occupancy,0
03-21-12-94,1,Inherited,0
03-21-14-84,1,Granted right of occupancy,0
03-21-22-36,1,Customary right of occupancy,0
03-21-23-55,1,Inherited,1
03-21-37-58,1,Rented or leased in,0
03-21-38-04,1,Granted right of occupancy,0
03-21-63-73,1,Inherited,0
03-21-73-90,1,Customary right of occupancy,1
03-21-86-66,1,Rented or leased in,1
03-21-86-66,2,Rented or leased in,0
03-22-05-73,1,Rented or leased in,0
03-22-20-68,1,Granted right of occupancy,2
03-22-30-97,1,Purchased,2
03-22-30-97,2,Purchased,4
03-22-57-42,1,Purchased,1
03-22-58-74,1,Granted right of occupancy,0
03-22-62-45,1,Customary right of occupancy,3
03-22-75-11,1,Rented or leased in,0
03-22-95-02,1,Purchased,0
03-23-00-61,1,Inherited,1
03-23-05-80,1,Rented or leased in,0
03-23-20-85,1,Purchased,1
03-23-20-85,2,Purchased,1
03-23-91-91,1,Customary right of occupancy,0
03-23-98-53,1,Rented or leased in,0
03-23-98-53,2,Inherited,0
