holding_id,holding_type,mainland_zanzibar,region,stratum_id,ea_id,weight,s2q10__1,s2q10__2,s2q10__3,s2q10__4,s2q10__5,s2q10__6,s2q10__7,s20q08,s20q09
15-06-88-57,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-07-03-31,Household,"Mainland, Tanzania",Tanga,657,7143,505,No,No,No,No,No,No,Yes,,
15-07-19-52,Household,"Mainland, Tanzania",Tabora,447,9118,669,No,No,No,No,No,No,Yes,No,
15-07-19-63,Household,"Mainland, Tanzania",Njombe,835,6415,472,No,No,No,No,No,No,Yes,No,
15-07-45-83,Household,"Mainland, Tanzania",Iringa,739,4954,258,No,No,No,No,No,No,Yes,,
15-07-52-41,Household,Zanzibar,Kusini Pemba,293,1104,144,No,No,No,No,No,No,Yes,No,
15-07-55-20,Household,Zanzibar,Kaskazini Pemba,518,8439,82,No,No,No,No,No,No,Yes,No,
15-07-79-16,Household,"Mainland, Tanzania",Iringa,739,8261,273,No,No,No,No,No,No,Yes,No,
15-08-12-84,Household,"Mainland, Tanzania",Manyara,471,1935,316,No,No,No,No,No,No,Yes,No,
15-08-45-04,Household,"Mainland, Tanzania",Manyara,471,3201,196,No,No,No,No,No,No,Yes,No,
15-08-61-54,Household,"Mainland, Tanzania",Geita,958,1313,346,No,No,No,No,No,Yes,No,No,
15-08-74-35,Household,"Mainland, Tanzania",Mtwara,513,1258,1125,No,No,No,No,No,No,Yes,No,
15-09-01-86,Household,Zanzibar,Kaskazini Unguja,953,8231,61,No,No,No,No,No,No,Yes,,
15-09-57-61,Household,"Mainland, Tanzania",Geita,958,1592,276,No,No,No,No,No,No,Yes,No,
15-10-04-54,Household,"Mainland, Tanzania",Morogoro,872,2187,862,No,No,No,No,No,No,Yes,,
15-10-16-68,Household,"Mainland, Tanzania",Manyara,471,5595,422,No,No,No,No,No,No,Yes,,
15-10-89-32,Household,"Mainland, Tanzania",Mwanza,275,5184,400,No,No,No,No,No,No,Yes,,
15-11-17-76,Household,"Mainland, Tanzania",Dodoma,351,7181,748,No,No,No,No,No,No,Yes,No,
15-11-81-38,Household,"Mainland, Tanzania",Tabora,289,5234,315,No,No,No,No,No,No,Yes,No,
15-11-95-86,Household,"Mainland, Tanzania",Tabora,289,2008,435,No,No,No,No,No,No,Yes,,
15-12-47-13,Household,Zanzibar,Kaskazini Pemba,148,7352,73,No,No,No,No,No,No,Yes,,
15-12-57-40,Household,"Mainland, Tanzania",Tanga,657,2124,413,No,No,No,No,No,No,Yes,No,
15-12-84-37,Household,"Mainland, Tanzania",Mara,489,3325,656,No,No,No,No,No,No,Yes,No,
15-12-84-63,Household,"Mainland, Tanzania",Tanga,838,2512,323,No,No,No,No,No,No,Yes,No,
15-12-91-75,Household,"Mainland, Tanzania",Dodoma,302,6364,568,No,No,No,No,No,No,Yes,No,
15-13-04-71,Household,"Mainland, Tanzania",Njombe,658,3462,407,No,No,No,No,No,No,Yes,No,
15-13-10-34,Household,"Mainland, Tanzania",Kagera,659,5063,1054,No,No,No,No,No,No,Yes,,
15-13-10-89,Household,Zanzibar,Kusini Unguja,333,1295,85,No,No,No,No,No,No,Yes,,
15-13-26-13,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-13-29-67,Household,"Mainland, Tanzania",Tanga,657,1244,443,No,No,No,No,No,No,Yes,,
15-13-58-45,Household,"Mainland, Tanzania",Manyara,947,7744,274,No,No,No,No,No,No,Yes,No,
15-13-78-93,Household,"Mainland, Tanzania",Dodoma,302,3089,494,No,No,No,No,No,No,Yes,No,
15-14-29-04,Household,"Mainland, Tanzania",Mbeya,207,2411,223,No,No,No,No,No,No,Yes,,
15-14-41-50,Household,"Mainland, Tanzania",Kilimanjaro,170,5973,614,No,No,No,No,No,No,Yes,No,
15-14-48-45,Household,"Mainland, Tanzania",Singida,689,4644,488,No,No,No,No,No,No,Yes,No,
15-14-66-83,Household,"Mainland, Tanzania",Rukwa,488,5100,641,No,No,No,No,No,No,Yes,No,
15-14-92-18,Household,"Mainland, Tanzania",Kigoma,582,9462,985,No,No,No,No,No,No,Yes,No,
15-15-61-09,Household,Zanzibar,Kusini Unguja,361,4924,95,No,No,No,No,No,No,Yes,,
15-15-82-24,Household,"Mainland, Tanzania",Simiyu,949,8344,463,No,No,No,No,No,No,Yes,No,
15-16-11-90,Household,"Mainland, Tanzania",Tanga,657,9225,309,No,No,No,No,No,No,Yes,No,
15-16-28-46,Household,"Mainland, Tanzania",Tabora,289,6596,315,No,No,No,No,No,No,Yes,No,
15-16-63-21,Household,"Mainland, Tanzania",Tanga,657,1804,418,No,No,No,No,No,No,Yes,,
15-16-75-08,Household,"Mainland, Tanzania",Tanga,981,8726,1042,No,No,No,No,No,No,Yes,No,
15-16-85-54,Household,"Mainland, Tanzania",Kilimanjaro,341,8962,409,No,No,No,No,No,No,Yes,,
15-17-27-10,Household,"Mainland, Tanzania",Pwani,277,5760,863,No,No,No,No,No,No,Yes,,
15-17-38-68,Household,"Mainland, Tanzania",Songwe,745,2745,252,No,No,No,No,No,No,Yes,No,
15-18-55-52,Household,"Mainland, Tanzania",Iringa,789,6672,492,No,No,No,No,No,No,Yes,No,
15-18-77-45,Household,"Mainland, Tanzania",Mwanza,114,6381,264,No,No,No,No,No,No,Yes,No,
15-19-12-71,Household,"Mainland, Tanzania",Mbeya,671,6462,582,No,No,No,No,No,No,Yes,No,
15-19-34-36,Household,"Mainland, Tanzania",Singida,788,2819,399,No,No,No,No,No,No,Yes,,
15-19-41-46,Household,"Mainland, Tanzania",Mara,558,8694,437,No,No,No,No,No,No,Yes,No,
15-19-54-36,Household,"Mainland, Tanzania",Kilimanjaro,341,9428,301,No,No,No,No,No,No,Yes,No,
15-19-70-67,Household,"Mainland, Tanzania",Simiyu,563,9301,358,No,No,No,No,No,Yes,No,No,
15-19-82-29,Household,"Mainland, Tanzania",Ruvuma,912,2721,559,No,No,No,No,No,No,Yes,No,
15-20-37-59,Household,"Mainland, Tanzania",Morogoro,735,9932,854,No,No,No,No,No,No,Yes,,
15-20-59-85,Household,"Mainland, Tanzania",Arusha,212,8117,199,No,No,No,No,No,No,Yes,No,
15-20-81-91,Household,Zanzibar,Kusini Pemba,198,1781,90,No,No,No,No,No,No,Yes,No,
15-21-05-07,Household,"Mainland, Tanzania",Mwanza,646,9792,636,No,No,No,No,No,No,Yes,,
15-21-13-37,Household,"Mainland, Tanzania",Songwe,745,3119,312,No,No,No,No,No,No,Yes,No,
15-21-18-63,Household,"Mainland, Tanzania",Geita,216,6829,362,No,No,No,No,Yes,No,No,No,
15-21-42-02,Household,"Mainland, Tanzania",Arusha,612,7228,485,No,No,No,No,No,No,Yes,,
15-21-45-26,Household,"Mainland, Tanzania",Katavi,242,5588,305,No,No,No,No,No,No,Yes,No,
15-21-55-05,Household,"Mainland, Tanzania",Tabora,289,1576,354,No,No,No,No,No,No,Yes,No,
15-21-65-36,Household,"Mainland, Tanzania",Geita,958,2526,393,No,No,No,No,No,No,Yes,No,
15-21-73-42,Household,"Mainland, Tanzania",Geita,958,5381,241,No,No,No,No,No,No,Yes,,
15-21-90-62,Household,"Mainland, Tanzania",Kilimanjaro,341,2725,547,No,No,No,No,No,No,Yes,No,
15-22-03-72,Household,"Mainland, Tanzania",Mwanza,114,1162,334,No,No,No,No,No,No,Yes,,
15-22-06-45,Household,"Mainland, Tanzania",Tabora,289,6144,468,No,No,No,No,No,No,Yes,No,
15-23-04-36,Household,"Mainland, Tanzania",Arusha,212,4020,219,No,No,No,No,No,No,Yes,No,
15-23-12-32,Household,"Mainland, Tanzania",Mtwara,984,5283,682,No,No,No,No,No,No,Yes,No,
15-23-22-69,Household,"Mainland, Tanzania",Songwe,867,1147,307,No,No,No,No,No,No,Yes,No,
15-24-34-53,Household,"Mainland, Tanzania",Simiyu,949,7691,547,No,No,No,No,No,No,Yes,No,
15-24-48-20,Household,"Mainland, Tanzania",Geita,958,2656,310,No,No,No,No,No,No,Yes,No,
15-24-50-80,Household,"Mainland, Tanzania",Dodoma,302,2388,507,No,No,No,No,No,No,Yes,No,
15-24-91-65,Household,"Mainland, Tanzania",Tanga,981,1461,737,No,No,No,No,No,No,Yes,,
15-25-45-39,Large Farm,Zanzibar,,,3266,,,,,,,,,No,
15-25-54-81,Household,"Mainland, Tanzania",Ruvuma,912,3817,418,No,No,No,No,No,No,Yes,No,
15-25-96-19,Household,"Mainland, Tanzania",Geita,958,8162,308,No,No,No,No,No,No,Yes,No,
15-26-00-32,Household,"Mainland, Tanzania",Morogoro,872,8553,506,No,No,No,No,No,No,Yes,No,
15-26-33-57,Household,"Mainland, Tanzania",Mbeya,597,9236,190,No,No,No,No,No,No,Yes,No,
15-26-40-28,Household,"Mainland, Tanzania",Manyara,471,4955,422,No,No,No,No,No,No,Yes,No,
15-26-47-01,Household,"Mainland, Tanzania",Tanga,981,3108,852,No,No,No,No,No,No,Yes,,
15-26-49-67,Household,"Mainland, Tanzania",Ruvuma,517,7209,712,No,Yes,No,No,No,No,No,No,
15-26-53-59,Household,"Mainland, Tanzania",Mara,925,9884,325,No,No,No,No,No,No,Yes,,
15-26-88-91,Household,"Mainland, Tanzania",Mbeya,597,2614,360,No,No,No,No,No,No,Yes,No,
15-27-17-77,Household,"Mainland, Tanzania",Iringa,739,9165,339,No,No,No,No,No,No,Yes,No,
15-27-60-00,Household,Zanzibar,Mjini Magharibi,340,4067,138,No,No,No,No,No,No,Yes,,
15-27-71-35,Household,"Mainland, Tanzania",Njombe,282,9468,634,No,No,No,No,No,No,Yes,No,
15-27-83-35,Household,"Mainland, Tanzania",Njombe,282,4185,457,No,No,No,No,No,No,Yes,No,
15-28-19-41,Household,"Mainland, Tanzania",Lindi,388,2313,1476,No,No,No,No,No,No,Yes,,
15-28-44-12,Household,"Mainland, Tanzania",Morogoro,872,9364,812,No,No,No,No,No,No,Yes,,
15-28-53-48,Household,"Mainland, Tanzania",Shinyanga,456,3559,533,No,No,No,No,No,No,Yes,No,
15-28-61-82,Household,"Mainland, Tanzania",Manyara,947,6178,248,No,No,No,No,No,No,Yes,No,
15-28-71-88,Household,"Mainland, Tanzania",Tanga,981,3340,708,No,No,No,No,No,No,Yes,No,
15-29-03-53,Household,"Mainland, Tanzania",Rukwa,954,2023,1356,No,No,No,No,No,No,Yes,No,
15-29-19-00,Household,"Mainland, Tanzania",Dodoma,351,2422,908,No,No,No,No,No,No,Yes,No,
15-29-32-57,Household,"Mainland, Tanzania",Mwanza,275,8386,521,No,No,No,No,No,No,Yes,,
15-29-35-13,Household,"Mainland, Tanzania",Songwe,745,9396,358,No,No,No,No,No,No,Yes,No,
15-29-47-52,Household,"Mainland, Tanzania",Dodoma,302,3717,528,No,No,No,No,No,No,Yes,No,
15-29-64-48,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-30-07-15,Household,"Mainland, Tanzania",Mara,925,9596,374,No,No,No,No,No,No,Yes,No,
15-31-66-55,Household,"Mainland, Tanzania",Geita,958,8329,237,No,No,No,No,No,No,Yes,,
15-31-85-71,Household,"Mainland, Tanzania",Mbeya,671,7211,481,No,No,No,No,No,No,Yes,No,
15-32-09-37,Household,"Mainland, Tanzania",Tanga,981,1461,737,No,No,No,No,No,No,Yes,No,
15-32-14-00,Household,"Mainland, Tanzania",Tanga,838,2512,323,No,No,No,No,No,No,Yes,No,
15-33-58-75,Household,Zanzibar,Kaskazini Unguja,609,6186,106,No,No,No,No,No,No,Yes,,
15-33-97-48,Household,"Mainland, Tanzania",Iringa,789,2173,495,No,No,No,No,No,No,Yes,,
15-34-31-40,Household,"Mainland, Tanzania",Tabora,289,6596,315,No,No,No,No,No,No,Yes,,
15-35-32-26,Household,"Mainland, Tanzania",Manyara,947,5807,184,No,No,No,No,No,No,Yes,No,
15-35-79-03,Household,"Mainland, Tanzania",Mbeya,671,8205,1112,Yes,No,No,No,No,No,No,No,
15-36-26-66,Household,"Mainland, Tanzania",Mbeya,671,7211,481,No,No,No,No,No,No,Yes,No,
15-36-36-18,Household,"Mainland, Tanzania",Mara,558,3189,716,No,No,No,No,No,No,Yes,No,
15-36-50-01,Household,"Mainland, Tanzania",Mwanza,275,6268,508,No,No,No,No,No,No,Yes,No,
15-36-51-89,Household,"Mainland, Tanzania",Njombe,658,7111,403,No,No,No,No,No,No,Yes,,
15-36-53-65,Household,"Mainland, Tanzania",Dodoma,302,6173,665,No,No,No,No,No,No,Yes,No,
15-37-01-95,Household,"Mainland, Tanzania",Arusha,212,5187,50,No,No,No,No,No,No,Yes,No,
15-37-05-95,Household,"Mainland, Tanzania",Kilimanjaro,347,4128,771,No,No,No,No,No,No,Yes,,
15-38-41-11,Household,"Mainland, Tanzania",Morogoro,872,7402,1048,No,No,No,No,No,No,Yes,,
15-38-49-57,Household,Zanzibar,Kusini Pemba,625,1638,93,No,No,No,No,No,No,Yes,No,
15-39-36-42,Household,"Mainland, Tanzania",Geita,958,2656,310,Yes,No,No,No,No,No,No,No,
15-39-65-96,Household,"Mainland, Tanzania",Kilimanjaro,341,6478,456,No,No,No,No,No,No,Yes,No,
15-39-84-49,Household,"Mainland, Tanzania",Mtwara,265,7220,786,No,No,No,No,No,No,Yes,,
15-39-89-87,Household,"Mainland, Tanzania",Iringa,739,1192,392,No,No,No,No,No,No,Yes,No,
15-40-04-52,Household,"Mainland, Tanzania",Mwanza,114,5308,241,No,No,No,No,No,No,Yes,,
15-40-32-13,Household,"Mainland, Tanzania",Iringa,378,2785,465,No,No,No,No,No,No,Yes,No,
15-40-46-97,Household,"Mainland, Tanzania",Geita,301,8264,618,No,No,No,No,No,No,Yes,No,
15-40-71-66,Household,"Mainland, Tanzania",Songwe,745,8583,288,No,No,No,No,No,No,Yes,No,
15-41-12-55,Household,"Mainland, Tanzania",Tanga,981,3340,708,No,No,No,No,No,No,Yes,No,
15-41-23-39,Household,"Mainland, Tanzania",Arusha,612,2192,238,No,No,No,No,No,No,Yes,No,
15-41-39-43,Household,"Mainland, Tanzania",Mwanza,275,8220,460,No,No,No,No,No,No,Yes,,
15-41-77-23,Household,"Mainland, Tanzania",Tabora,289,2008,435,No,No,No,No,No,No,Yes,,
15-41-82-92,Household,"Mainland, Tanzania",Rukwa,954,9018,1310,No,No,No,No,No,No,Yes,No,
15-41-89-53,Household,Zanzibar,Kaskazini Pemba,148,5454,61,No,No,No,No,No,No,Yes,No,
15-41-91-84,Household,"Mainland, Tanzania",Morogoro,669,8804,970,No,No,No,No,No,No,Yes,No,
15-42-10-94,Household,"Mainland, Tanzania",Arusha,212,7124,475,No,No,No,No,No,No,Yes,No,
15-42-19-61,Household,"Mainland, Tanzania",Ruvuma,912,3845,925,No,No,No,No,No,No,Yes,No,
15-42-31-11,Household,"Mainland, Tanzania",Simiyu,949,7852,549,No,No,No,No,No,No,Yes,No,
15-42-44-52,Household,Zanzibar,Kusini Unguja,333,5822,67,No,No,No,No,No,No,Yes,,
15-42-56-85,Household,"Mainland, Tanzania",Mwanza,114,9029,240,No,No,No,No,No,No,Yes,No,
15-42-95-15,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-43-01-45,Household,"Mainland, Tanzania",Singida,689,7605,830,No,No,No,No,No,No,Yes,No,
15-43-03-16,Household,"Mainland, Tanzania",Mwanza,114,7766,175,No,No,No,No,No,No,Yes,,
15-43-05-81,Household,"Mainland, Tanzania",Arusha,212,9323,234,No,No,No,No,No,No,Yes,No,
15-43-08-96,Household,"Mainland, Tanzania",Dodoma,302,2388,507,No,No,No,No,No,No,Yes,No,
15-43-57-42,Household,"Mainland, Tanzania",Arusha,212,5187,50,No,No,No,No,No,No,Yes,No,
15-43-66-61,Household,"Mainland, Tanzania",Ruvuma,517,2793,698,No,No,No,No,No,No,Yes,,
15-43-88-19,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-44-19-17,Household,"Mainland, Tanzania",Songwe,745,3977,244,No,No,No,No,No,No,Yes,No,
15-44-30-46,Household,"Mainland, Tanzania",Tabora,289,9347,260,No,No,No,No,No,No,Yes,No,
15-44-32-25,Household,"Mainland, Tanzania",Ruvuma,517,7638,794,No,No,No,No,No,No,Yes,,
15-44-40-39,Household,"Mainland, Tanzania",Mara,489,1052,457,No,No,No,No,No,No,Yes,,
15-44-51-71,Household,"Mainland, Tanzania",Mbeya,597,7129,282,No,No,No,No,No,No,Yes,,
15-45-08-88,Household,"Mainland, Tanzania",Mbeya,597,8330,271,No,No,No,No,No,No,Yes,No,
15-45-11-17,Household,Zanzibar,Kaskazini Unguja,609,6830,79,No,No,No,No,No,No,Yes,,
15-45-31-44,Household,"Mainland, Tanzania",Ruvuma,517,4581,578,No,No,No,No,No,No,Yes,No,
15-45-34-59,Household,"Mainland, Tanzania",Mara,925,1366,456,No,No,No,No,No,No,Yes,,
15-46-55-31,Household,"Mainland, Tanzania",Kilimanjaro,170,4132,501,No,No,No,No,No,No,Yes,No,
15-46-92-26,Household,"Mainland, Tanzania",Lindi,388,9263,1195,No,No,No,No,No,No,Yes,,
15-47-14-99,Household,"Mainland, Tanzania",Mwanza,646,6661,211,No,No,No,No,No,No,Yes,No,
15-47-24-54,Household,"Mainland, Tanzania",Njombe,658,7392,437,No,No,No,No,No,No,Yes,No,
15-47-34-92,Household,"Mainland, Tanzania",Rukwa,627,6079,342,No,No,No,No,No,No,Yes,No,
15-47-89-95,Household,"Mainland, Tanzania",Mtwara,984,4359,681,No,No,No,No,No,No,Yes,,
15-48-09-33,Household,"Mainland, Tanzania",Mwanza,275,6816,361,No,No,No,No,No,No,Yes,,
15-48-46-11,Household,"Mainland, Tanzania",Mwanza,275,1878,1061,No,No,No,No,No,No,Yes,No,
15-49-18-09,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-49-26-44,Household,"Mainland, Tanzania",Geita,958,8162,308,No,No,No,No,No,No,Yes,,
15-49-34-59,Household,"Mainland, Tanzania",Arusha,212,5245,224,No,No,No,No,No,No,Yes,No,
15-49-38-11,Household,"Mainland, Tanzania",Rukwa,954,4961,544,No,No,No,No,No,No,Yes,No,
15-49-41-82,Household,"Mainland, Tanzania",Katavi,856,6137,556,No,No,No,No,No,No,Yes,No,
15-49-51-42,Household,"Mainland, Tanzania",Mwanza,114,6890,252,No,No,No,No,No,No,Yes,,
15-49-81-37,Household,"Mainland, Tanzania",Manyara,203,9098,240,No,No,No,No,No,No,Yes,No,
15-49-98-50,Household,"Mainland, Tanzania",Kagera,273,6638,1290,No,No,No,No,No,No,Yes,No,
15-50-00-63,Household,"Mainland, Tanzania",Ruvuma,986,9474,537,No,No,No,No,No,No,Yes,No,
15-50-00-84,Household,Zanzibar,Kusini Pemba,625,3525,117,No,No,No,No,No,No,Yes,,
15-50-25-11,Household,"Mainland, Tanzania",Songwe,249,2740,202,No,No,No,No,No,No,Yes,No,
15-50-34-65,Household,Zanzibar,Kaskazini Pemba,842,6288,52,No,No,No,No,No,No,Yes,No,
15-50-35-51,Household,"Mainland, Tanzania",Katavi,856,1221,347,No,No,No,No,No,No,Yes,,
15-50-40-32,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-50-50-91,Household,"Mainland, Tanzania",Tanga,657,6103,372,No,No,No,No,No,No,Yes,,
15-50-74-16,Household,"Mainland, Tanzania",Kilimanjaro,341,4678,690,No,No,No,No,No,No,Yes,No,
15-50-75-86,Household,"Mainland, Tanzania",Shinyanga,456,5936,395,No,No,No,No,No,No,Yes,No,
15-51-17-27,Household,"Mainland, Tanzania",Iringa,378,3476,483,No,No,No,No,No,No,Yes,No,
15-51-43-28,Household,"Mainland, Tanzania",Manyara,947,7405,265,No,No,No,No,No,No,Yes,No,
15-51-45-95,Household,"Mainland, Tanzania",Mara,925,9727,394,No,No,No,No,No,No,Yes,No,
15-51-51-92,Household,"Mainland, Tanzania",Tanga,657,6103,372,No,No,No,No,No,No,Yes,No,
15-52-12-43,Household,"Mainland, Tanzania",Geita,216,7870,247,No,No,No,No,No,No,Yes,No,
15-52-26-38,Household,"Mainland, Tanzania",Morogoro,735,7082,354,No,No,No,No,No,No,Yes,No,
15-52-45-92,Household,"Mainland, Tanzania",Tanga,657,1496,444,No,No,No,No,No,No,Yes,No,
15-52-95-01,Household,"Mainland, Tanzania",Katavi,137,3783,352,No,No,No,No,No,No,Yes,No,
15-53-30-04,Household,"Mainland, Tanzania",Singida,788,8229,296,No,No,No,No,No,No,Yes,No,
15-56-20-91,Household,Zanzibar,Mjini Magharibi,340,5221,170,No,No,No,No,No,No,Yes,,
15-56-70-61,Household,"Mainland, Tanzania",Kagera,273,9262,1221,No,No,No,No,No,No,Yes,,
15-57-47-61,Household,"Mainland, Tanzania",Dodoma,351,7181,748,No,No,No,No,No,No,Yes,No,
15-57-85-70,Household,"Mainland, Tanzania",Shinyanga,456,9965,465,No,No,No,No,No,No,Yes,No,
15-57-86-35,Household,"Mainland, Tanzania",Kilimanjaro,170,4179,549,No,No,No,No,No,No,Yes,No,
15-58-08-35,Household,"Mainland, Tanzania",Arusha,612,4205,393,No,No,No,No,No,No,Yes,,
15-58-13-27,Household,"Mainland, Tanzania",Katavi,242,7383,403,No,No,No,No,No,No,Yes,,
15-58-91-58,Household,"Mainland, Tanzania",Tabora,289,8835,324,No,No,No,No,No,No,Yes,No,
15-58-95-67,Household,"Mainland, Tanzania",Kigoma,753,4361,510,No,No,No,No,No,No,Yes,No,
15-58-98-43,Household,"Mainland, Tanzania",Tanga,657,8158,652,No,No,No,No,No,No,Yes,,
15-59-01-84,Household,"Mainland, Tanzania",Singida,689,4066,555,No,No,No,No,No,No,Yes,No,
15-59-57-38,Household,"Mainland, Tanzania",Kilimanjaro,347,9954,431,No,No,No,No,No,No,Yes,,
15-59-66-21,Household,"Mainland, Tanzania",Kilimanjaro,341,2725,547,No,No,No,No,No,No,Yes,No,
15-60-10-32,Household,"Mainland, Tanzania",Geita,958,1592,276,No,No,No,No,No,No,Yes,No,
15-60-10-69,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-60-16-47,Household,"Mainland, Tanzania",Mwanza,275,6816,361,No,No,No,No,No,No,Yes,No,
15-60-69-75,Household,"Mainland, Tanzania",Lindi,388,6825,1152,No,No,No,No,No,No,Yes,,
15-61-24-38,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-61-42-15,Household,"Mainland, Tanzania",Mwanza,275,6816,361,No,No,No,No,No,No,Yes,,
15-61-69-12,Household,"Mainland, Tanzania",Ruvuma,517,9853,763,No,No,No,No,No,No,Yes,No,
15-62-00-46,Household,"Mainland, Tanzania",Mbeya,597,2504,200,No,No,No,No,No,No,Yes,,
15-62-29-35,Household,"Mainland, Tanzania",Dodoma,302,5252,274,No,No,No,No,No,No,Yes,No,
15-62-30-46,Household,"Mainland, Tanzania",Arusha,612,5692,441,No,No,No,No,No,No,Yes,No,
15-62-37-92,Household,"Mainland, Tanzania",Kilimanjaro,347,4506,539,No,No,No,No,No,No,Yes,,
15-62-98-60,Household,"Mainland, Tanzania",Shinyanga,456,4816,406,No,No,No,No,No,No,Yes,No,
15-63-01-17,Household,"Mainland, Tanzania",Tanga,981,7529,383,No,No,No,No,No,No,Yes,No,
15-63-26-45,Household,"Mainland, Tanzania",Mbeya,671,8076,316,No,No,No,No,No,No,Yes,,
15-63-39-27,Household,"Mainland, Tanzania",Tanga,657,6052,339,No,No,No,No,No,No,Yes,No,
15-63-43-22,Household,"Mainland, Tanzania",Lindi,584,7340,579,No,No,No,No,No,No,Yes,,
15-63-72-80,Household,"Mainland, Tanzania",Morogoro,735,2224,620,No,No,No,No,No,No,Yes,,
15-64-19-03,Household,Zanzibar,Kaskazini Unguja,609,6580,98,No,No,No,No,No,No,Yes,,
15-64-84-60,Household,Zanzibar,Kaskazini Unguja,145,8942,94,No,No,No,No,No,No,Yes,No,
15-65-03-09,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
15-65-10-31,Household,"Mainland, Tanzania",Tabora,289,6144,468,No,No,No,No,No,No,Yes,No,
15-65-13-46,Household,"Mainland, Tanzania",Singida,689,4644,488,No,No,No,No,No,No,Yes,No,
15-65-38-29,Household,"Mainland, Tanzania",Mwanza,114,5456,240,No,No,No,No,No,No,Yes,,
15-65-44-38,Household,"Mainland, Tanzania",Njombe,282,9468,634,No,No,No,No,No,No,Yes,No,
15-65-50-03,Household,"Mainland, Tanzania",Tabora,289,7521,353,No,No,No,No,No,No,Yes,No,
15-65-57-96,,"Mainland, Tanzania",,745,7725,357,No,No,No,No,No,No,Yes,No,
15-65-62-43,Household,"Mainland, Tanzania",Morogoro,735,9932,854,No,No,No,No,No,No,Yes,,
15-65-79-22,Household,"Mainland, Tanzania",Manyara,947,4831,399,No,No,No,No,No,No,Yes,No,
15-66-01-98,Household,"Mainland, Tanzania",Mtwara,984,5562,894,No,No,No,No,No,No,Yes,No,
15-66-59-35,Household,"Mainland, Tanzania",Tanga,657,1804,418,No,No,No,No,No,No,Yes,,
15-66-91-03,Household,"Mainland, Tanzania",Mtwara,265,6391,453,No,No,No,No,No,No,Yes,,
15-67-08-39,Household,"Mainland, Tanzania",Kagera,659,9709,731,No,No,No,No,No,Yes,No,,
15-67-34-15,Household,"Mainland, Tanzania",Mwanza,275,3098,487,No,No,No,No,No,No,Yes,No,
15-67-38-03,Household,"Mainland, Tanzania",Kigoma,753,4361,510,No,No,No,No,No,No,Yes,No,
15-67-47-38,Household,"Mainland, Tanzania",Kilimanjaro,347,3764,707,No,No,No,No,Yes,No,No,No,
15-67-55-66,Household,"Mainland, Tanzania",Shinyanga,456,9965,465,No,No,No,No,No,No,Yes,No,
15-67-83-54,Household,"Mainland, Tanzania",Songwe,745,2745,252,No,No,No,No,No,No,Yes,No,
15-67-98-18,Household,"Mainland, Tanzania",Manyara,947,6335,177,No,No,No,No,No,No,Yes,,
15-68-22-81,Household,"Mainland, Tanzania",Tabora,289,6490,396,No,No,No,No,No,No,Yes,No,
15-68-59-86,Household,"Mainland, Tanzania",Kilimanjaro,347,4506,539,No,No,No,No,No,No,Yes,No,
15-68-89-95,Household,Zanzibar,Mjini Magharibi,533,5847,341,No,No,No,No,No,No,Yes,No,
15-69-37-96,Household,"Mainland, Tanzania",Rukwa,954,4961,544,No,No,No,No,No,No,Yes,No,
15-69-45-20,Household,Zanzibar,Mjini Magharibi,340,3365,229,No,No,No,No,No,No,Yes,,
15-69-87-73,Household,"Mainland, Tanzania",Tabora,447,5094,475,No,No,No,No,No,No,Yes,,
15-70-39-90,Household,"Mainland, Tanzania",Songwe,745,3883,233,No,No,No,No,No,No,Yes,No,
15-70-45-08,Household,"Mainland, Tanzania",Kilimanjaro,170,1012,746,No,No,No,No,No,No,Yes,No,
15-71-12-23,Household,Zanzibar,Kusini Unguja,314,5535,66,No,No,No,No,No,No,Yes,,
15-71-20-39,Household,"Mainland, Tanzania",Kilimanjaro,347,9954,431,No,No,No,No,No,No,Yes,No,
15-71-58-78,Household,"Mainland, Tanzania",Mbeya,671,9509,616,No,No,No,No,No,No,Yes,No,
15-71-59-82,Household,"Mainland, Tanzania",Kigoma,582,9462,985,No,No,No,No,No,No,Yes,,
15-71-77-29,Household,"Mainland, Tanzania",Singida,337,2922,289,No,No,No,No,No,No,Yes,,
15-71-83-55,Household,Zanzibar,Kaskazini Pemba,518,4497,103,No,No,No,No,No,No,Yes,No,
15-71-85-69,Household,"Mainland, Tanzania",Rukwa,954,7039,782,No,No,No,No,No,No,Yes,No,
15-71-94-26,Household,"Mainland, Tanzania",Simiyu,563,8823,352,No,No,No,No,No,No,Yes,No,
15-72-62-45,Household,"Mainland, Tanzania",Mtwara,984,5337,680,No,No,No,No,No,No,Yes,No,
